Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh)
2023-02-03,00,0,1.801,0
2023-02-03,01,0,1.416,0
2023-02-03,02,0,0.612,0
2023-02-03,03,0,0.86,0
2023-02-03,04,0,0.337,0
2023-02-03,05,0,0.309,0
2023-02-03,06,0,0.285,0
2023-02-03,07,0,0.812,0
2023-02-03,08,1.09,0,0.217
2023-02-03,09,0,0,0.358
2023-02-03,10,0,0,0.377
2023-02-03,11,0.089,0,0.551
2023-02-03,12,0,0,0.337
2023-02-03,13,0,0,0.314
2023-02-03,14,0,0,0.313
2023-02-03,15,0,0,0.324
2023-02-03,16,1.065,0,0.182
2023-02-03,17,2.764,0,0.008
2023-02-03,18,1.273,0,0
2023-02-03,19,0.57,0,0
2023-02-03,20,1.068,0,0
2023-02-03,21,0.853,0,0
2023-02-03,22,0,0.666,0
2023-02-03,23,0,0.6,0
2023-02-04,00,0,0.506,0
2023-02-04,01,0,0.473,0
2023-02-04,02,0,0.309,0
2023-02-04,03,0,0.375,0
2023-02-04,04,0,0.32,0
2023-02-04,05,0,0.29,0
2023-02-04,06,0,0.294,0
2023-02-04,07,0,0.306,0
2023-02-04,08,0.094,0,0.201
2023-02-04,09,0.531,0,0.51
2023-02-04,10,0,0,0.362
2023-02-04,11,0.2,0,0.733
2023-02-04,12,0.38,0,0.867
2023-02-04,13,0.014,0,0.456
2023-02-04,14,0.917,0,0.691
2023-02-04,15,0,0,0.361
2023-02-04,16,0.157,0,0.204
2023-02-04,17,1.409,0,0.009
2023-02-04,18,0.669,0,0
2023-02-04,19,0.628,0,0
2023-02-04,20,0.519,0,0
2023-02-04,21,0.45,0,0
2023-02-04,22,0,0.539,0
2023-02-04,23,0,0.814,0
2023-02-05,00,0,0.493,0
2023-02-05,01,0,0.368,0
2023-02-05,02,0,0.3,0
2023-02-05,03,0,0.314,0
2023-02-05,04,0,0.297,0
2023-02-05,05,0,0.311,0
2023-02-05,06,0,0.3,0
2023-02-05,07,0,0.306,0
2023-02-05,08,0.119,0,0.211
2023-02-05,09,0,0,0.296
2023-02-05,10,0,0,0.318
2023-02-05,11,0.986,0,0.962
2023-02-05,12,1.31,0,0.981
2023-02-05,13,0,0,0.655
2023-02-05,14,0.92,0,0.793
2023-02-05,15,2.255,0,0.567
2023-02-05,16,0.378,0,0.238
2023-02-05,17,0.405,0,0.006
2023-02-05,18,1.083,0,0
2023-02-05,19,1.091,0,0
2023-02-05,20,1.165,0,0
2023-02-05,21,0.55,0,0
2023-02-05,22,0,0.447,0
2023-02-05,23,0,1.177,0
2023-02-06,00,0,1.818,0
2023-02-06,01,0,1.639,0
2023-02-06,02,0,1.479,0
2023-02-06,03,0,0.362,0
2023-02-06,04,0,0.348,0
2023-02-06,05,0,0.348,0
2023-02-06,06,0,0.352,0
2023-02-06,07,0,1.538,0
2023-02-06,08,0.272,0,0.236
2023-02-06,09,0,0,0.334
2023-02-06,10,0,0,0.301
2023-02-06,11,0,0,0.272
2023-02-06,12,0,0,0.31
2023-02-06,13,0,0,0.286
2023-02-06,14,0.453,0,0.447
2023-02-06,15,0.087,0,0.429
2023-02-06,16,0.178,0,0.231
2023-02-06,17,0.372,0,0.009
2023-02-06,18,1.32,0,0
2023-02-06,19,0.875,0,0
2023-02-06,20,0.444,0,0
2023-02-06,21,0.552,0,0
2023-02-06,22,0,0.628,0
2023-02-06,23,0,0.705,0
2023-02-07,00,0,1.195,0
2023-02-07,01,0,1.352,0
2023-02-07,02,0,0.3,0
2023-02-07,03,0,0.317,0
2023-02-07,04,0,0.297,0
2023-02-07,05,0,0.308,0
2023-02-07,06,0,0.303,0
2023-02-07,07,0,0.848,0
2023-02-07,08,0.305,0,0.223
2023-02-07,09,0,0,0.292
2023-02-07,10,0,0,0.318
2023-02-07,11,0,0,0.297
2023-02-07,12,0.357,0,0.664
2023-02-07,13,0,0,0.311
2023-02-07,14,0.299,0,0.506
2023-02-07,15,0,0,0.416
2023-02-07,16,0.174,0,0.233
2023-02-07,17,0.431,0,0.01
2023-02-07,18,0.583,0,0
2023-02-07,19,1.16,0,0
2023-02-07,20,0.818,0,0
2023-02-07,21,1.258,0,0
2023-02-07,22,0,1.824,0
2023-02-07,23,0,1.823,0
2023-02-08,00,0,1.82,0
2023-02-08,01,0,1.778,0
2023-02-08,02,0,1.02,0
2023-02-08,03,0,0.478,0
2023-02-08,04,0,0.297,0
2023-02-08,05,0,0.336,0
2023-02-08,06,0,0.336,0
2023-02-08,07,0,1.141,0
2023-02-08,08,0.372,0,0.024
2023-02-08,09,0.106,0,0.156
2023-02-08,10,0.006,0,0.268
2023-02-08,11,0.035,0,0.483
2023-02-08,12,0.743,0,0.704
2023-02-08,13,0,0,0.31
2023-02-08,14,0.351,0,0.436
2023-02-08,15,0.072,0,0.396
2023-02-08,16,1.219,0,0.258
2023-02-08,17,2.186,0,0.006
2023-02-08,18,1.252,0,0
2023-02-08,19,0.79,0,0
2023-02-08,20,0.435,0,0
2023-02-08,21,0.338,0,0
2023-02-08,22,0,0.68,0
2023-02-08,23,0,0.587,0
2023-02-09,00,0,0.471,0
2023-02-09,01,0,0.371,0
2023-02-09,02,0,0.356,0
2023-02-09,03,0,0.316,0
2023-02-09,04,0,0.286,0
2023-02-09,05,0,0.282,0
2023-02-09,06,0,0.31,0
2023-02-09,07,0,0.729,0
2023-02-09,08,0.181,0,0.227
2023-02-09,09,0,0,0.298
2023-02-09,10,0.401,0,0.764
2023-02-09,11,0.52,0,0.673
2023-02-09,12,0,0,0.299
2023-02-09,13,0,0,0.305
2023-02-09,14,0,0,0.423
2023-02-09,15,0,0,0.343
2023-02-09,16,0.211,0,0.265
2023-02-09,17,1.353,0,0.01
2023-02-09,18,2.506,0,0
2023-02-09,19,2.948,0,0
2023-02-09,20,0.984,0,0
2023-02-09,21,1.513,0,0
2023-02-09,22,0,1.141,0
2023-02-09,23,0,1.703,0
2023-02-10,00,0,0.84,0
2023-02-10,01,0,0.538,0
2023-02-10,02,0,0.501,0
2023-02-10,03,0,0.494,0
2023-02-10,04,0,0.357,0
2023-02-10,05,0,0.304,0
2023-02-10,06,0,0.307,0
2023-02-10,07,0,1.109,0
2023-02-10,08,0.233,0,0.224
2023-02-10,09,0,0,0.305
2023-02-10,10,0.386,0,0.687
2023-02-10,11,0.249,0,0.533
2023-02-10,12,0.287,0,0.623
2023-02-10,13,0,0,0.287
2023-02-10,14,0,0,0.32
2023-02-10,15,0,0,0.33
2023-02-10,16,0.086,0,0.249
2023-02-10,17,0.305,0,0.013
2023-02-10,18,0.564,0,0
2023-02-10,19,1.442,0,0
2023-02-10,20,0.318,0,0
2023-02-10,21,0.36,0,0
2023-02-10,22,0,0.512,0
2023-02-10,23,0,0.509,0
2023-02-11,00,0,0.482,0
2023-02-11,01,0,0.504,0
2023-02-11,02,0,0.375,0
2023-02-11,03,0,0.341,0
2023-02-11,04,0,0.325,0
2023-02-11,05,0,0.329,0
2023-02-11,06,0,0.301,0
2023-02-11,07,0,1.081,0
2023-02-11,08,0.162,0,0.228
2023-02-11,09,0,0,0.298
2023-02-11,10,0,0,0.31
2023-02-11,11,0.719,0,0.849
2023-02-11,12,0.073,0,0.857
2023-02-11,13,0.338,0,0.9
2023-02-11,14,0.159,0,0.644
2023-02-11,15,0.01,0,0.496
2023-02-11,16,0.434,0,0.242
2023-02-11,17,0.596,0,0.004
2023-02-11,18,0.566,0,0
2023-02-11,19,0.977,0,0
2023-02-11,20,0.393,0,0
2023-02-11,21,0.465,0,0
2023-02-11,22,0,1.345,0
2023-02-11,23,0,0.496,0
2023-02-12,00,0,0.599,0
2023-02-12,01,0,0.494,0
2023-02-12,02,0,0.352,0
2023-02-12,03,0,0.36,0
2023-02-12,04,0,0.338,0
2023-02-12,05,0,0.605,0
2023-02-12,06,0,1.04,0
2023-02-12,07,0,0.391,0.002
2023-02-12,08,0.087,0,0.248
2023-02-12,09,0.017,0,0.436
2023-02-12,10,0.625,0,0.791
2023-02-12,11,0.03,0,0.695
2023-02-12,12,0.386,0,0.718
2023-02-12,13,0.077,0,0.337
2023-02-12,14,0,0,0.294
2023-02-12,15,0.44,0,0.206
2023-02-12,16,1.742,0,0.08
2023-02-12,17,1.619,0,0.014
2023-02-12,18,0.578,0,0
2023-02-12,19,1.861,0,0
2023-02-12,20,1.039,0,0
2023-02-12,21,0.537,0,0
2023-02-12,22,0,1.115,0
2023-02-12,23,0,2.7,0
2023-02-13,00,0,2.029,0
2023-02-13,01,0,0.431,0
2023-02-13,02,0,0.383,0
2023-02-13,03,0,0.34,0
2023-02-13,04,0,0.328,0
2023-02-13,05,0,0.313,0
2023-02-13,06,0,0.315,0
2023-02-13,07,0,1.475,0
2023-02-13,08,0.506,0,0.066
2023-02-13,09,0.122,0,0.185
2023-02-13,10,0.03,0,0.272
2023-02-13,11,0,0,0.296
2023-02-13,12,0,0,0.315
2023-02-13,13,0,0,0.292
2023-02-13,14,0,0,0.3
2023-02-13,15,0,0,0.399
2023-02-13,16,0.126,0,0.27
2023-02-13,17,0.376,0,0.025
2023-02-13,18,1.585,0,0
2023-02-13,19,2.533,0,0
2023-02-13,20,1.498,0,0
2023-02-13,21,1.158,0,0
2023-02-13,22,0,1.171,0
2023-02-13,23,0,0.907,0
2023-02-14,00,0,0.549,0
2023-02-14,01,0,0.374,0
2023-02-14,02,0,0.325,0
2023-02-14,03,0,0.312,0
2023-02-14,04,0,0.315,0
2023-02-14,05,0,0.312,0
2023-02-14,06,0,0.298,0
2023-02-14,07,0,1.017,0
2023-02-14,08,0.143,0,0.181
2023-02-14,09,0.906,0,0.411
2023-02-14,10,0,0,0.284
2023-02-14,11,0,0,0.298
2023-02-14,12,0,0,0.284
2023-02-14,13,0,0,0.29
2023-02-14,14,0.178,0,0.474
2023-02-14,15,0,0,0.277
2023-02-14,16,0.129,0,0.171
2023-02-14,17,0.295,0,0.024
2023-02-14,18,0.54,0,0
2023-02-14,19,0.808,0,0
2023-02-14,20,0.735,0,0
2023-02-14,21,0.837,0,0
2023-02-14,22,0,0.566,0
2023-02-14,23,0,0.616,0
2023-02-15,00,0,0.605,0
2023-02-15,01,0,0.512,0
2023-02-15,02,0,0.433,0
2023-02-15,03,0,0.416,0
2023-02-15,04,0,0.267,0
2023-02-15,05,0,0.263,0
2023-02-15,06,0,0.309,0
2023-02-15,07,0,1.326,0.007
2023-02-15,08,0.429,0,0.214
2023-02-15,09,0,0,0.245
2023-02-15,10,0,0,0.329
2023-02-15,11,0.325,0,0.782
2023-02-15,12,0.507,0,0.803
2023-02-15,13,0,0,0.312
2023-02-15,14,0.268,0,0.697
2023-02-15,15,0,0,0.36
2023-02-15,16,0.157,0,0.25
2023-02-15,17,0.39,0,0.029
2023-02-15,18,0.564,0,0
2023-02-15,19,0.456,0,0
2023-02-15,20,0.59,0,0
2023-02-15,21,0.583,0,0
2023-02-15,22,0,0.612,0
2023-02-15,23,0,0.624,0
2023-02-16,00,0,0.572,0
2023-02-16,01,0,0.498,0
2023-02-16,02,0,0.32,0
2023-02-16,03,0,0.267,0
2023-02-16,04,0,0.314,0
2023-02-16,05,0,0.243,0
2023-02-16,06,0,0.271,0
2023-02-16,07,0,0.767,0.004
2023-02-16,08,0.124,0,0.194
2023-02-16,09,0,0,0.234
2023-02-16,10,0.474,0,0.494
2023-02-16,11,0,0,0.257
2023-02-16,12,0,0,0.254
2023-02-16,13,0,0,0.255
2023-02-16,14,0,0,0.249
2023-02-16,15,0,0,0.247
2023-02-16,16,0.091,0,0.222
2023-02-16,17,0.251,0,0.031
2023-02-16,18,0.849,0,0
2023-02-16,19,1.41,0,0
2023-02-16,20,1.102,0,0
2023-02-16,21,0.536,0,0
2023-02-16,22,0,2.162,0
2023-02-16,23,0,0.711,0
2023-02-17,00,0,1.039,0
2023-02-17,01,0,0.419,0
2023-02-17,02,0,0.446,0
2023-02-17,03,0,0.408,0
2023-02-17,04,0,0.264,0
2023-02-17,05,0,0.256,0
2023-02-17,06,0,0.256,0
2023-02-17,07,0,1.149,0.006
2023-02-17,08,0.078,0,0.235
2023-02-17,09,0,0,0.247
2023-02-17,10,0,0,0.254
2023-02-17,11,0,0,0.256
2023-02-17,12,0,0,0.26
2023-02-17,13,0,0,0.336
2023-02-17,14,0.434,0,0.612
2023-02-17,15,0.108,0,0.545
2023-02-17,16,0.071,0,0.306
2023-02-17,17,0.233,0,0.026
2023-02-17,18,0.345,0,0
2023-02-17,19,0.403,0,0
2023-02-17,20,0.429,0,0
2023-02-17,21,0.538,0,0
2023-02-17,22,0,0.579,0
2023-02-17,23,0,0.568,0
2023-02-18,00,0,0.529,0
2023-02-18,01,0,0.476,0
2023-02-18,02,0,0.421,0
2023-02-18,03,0,0.275,0
2023-02-18,04,0,0.268,0
2023-02-18,05,0,0.265,0
2023-02-18,06,0,1.387,0
2023-02-18,07,0,0.481,0.005
2023-02-18,08,0.016,0,0.238
2023-02-18,09,0,0,0.26
2023-02-18,10,0.222,0,0.564
2023-02-18,11,1.301,0,0.954
2023-02-18,12,2.131,0,0.995
2023-02-18,13,0.004,0,0.584
2023-02-18,14,0.86,0,0.448
2023-02-18,15,0.024,0,0.282
2023-02-18,16,0.237,0,0.18
2023-02-18,17,0.843,0,0.02
2023-02-18,18,0.883,0,0
2023-02-18,19,0.514,0,0
2023-02-18,20,0.643,0,0
2023-02-18,21,0.601,0,0
2023-02-18,22,0,0.586,0
2023-02-18,23,0,0.582,0
2023-02-19,00,0,1.6,0
2023-02-19,01,0,0.541,0
2023-02-19,02,0,0.344,0
2023-02-19,03,0,0.357,0
2023-02-19,04,0,0.3,0
2023-02-19,05,0,0.332,0
2023-02-19,06,0,0.328,0
2023-02-19,07,0,0.348,0.011
2023-02-19,08,0.103,0,0.211
2023-02-19,09,0.19,0,0.282
2023-02-19,10,0,0,0.331
2023-02-19,11,0.224,0,0.514
2023-02-19,12,1.068,0,0.976
2023-02-19,13,0.297,0,0.54
2023-02-19,14,0.423,0,0.498
2023-02-19,15,0.781,0,0.249
2023-02-19,16,0.146,0,0.235
2023-02-19,17,0.245,0,0.062
2023-02-19,18,0.472,0,0
2023-02-19,19,0.968,0,0
2023-02-19,20,0.705,0,0
2023-02-19,21,0.573,0,0
2023-02-19,22,0,0.484,0
2023-02-19,23,0,0.524,0
2023-02-20,00,0,0.52,0
2023-02-20,01,0,0.443,0
2023-02-20,02,0,0.274,0
2023-02-20,03,0,0.312,0
2023-02-20,04,0,0.256,0
2023-02-20,05,0,0.244,0
2023-02-20,06,0,0.25,0
2023-02-20,07,0,1.045,0
2023-02-20,08,0.484,0,0.046
2023-02-20,09,0.134,0,0.123
2023-02-20,10,0.027,0,0.242
2023-02-20,11,0.109,0,0.286
2023-02-20,12,0.993,0,0.475
2023-02-20,13,0,0,0.243
2023-02-20,14,0.01,0,0.228
2023-02-20,15,0.073,0,0.166
2023-02-20,16,0.18,0,0.064
2023-02-20,17,0.254,0,0.004
2023-02-20,18,0.333,0,0
2023-02-20,19,0.42,0,0
2023-02-20,20,0.534,0,0
2023-02-20,21,0.601,0,0
2023-02-20,22,0,0.594,0
2023-02-20,23,0,0.561,0
2023-02-21,00,0,0.569,0
2023-02-21,01,0,0.561,0
2023-02-21,02,0,0.509,0
2023-02-21,03,0,0.494,0
2023-02-21,04,0,0.491,0
2023-02-21,05,0,0.422,0
2023-02-21,06,0,0.264,0
2023-02-21,07,0,0.262,0.003
2023-02-21,08,0.21,0,0.052
2023-02-21,09,0.183,0,0.158
2023-02-21,10,0.212,0,0.196
2023-02-21,11,0.01,0,0.361
2023-02-21,12,0.617,0,0.345
2023-02-21,13,0.536,0,0.085
2023-02-21,14,0.308,0,0.227
2023-02-21,15,0.354,0,0.209
2023-02-21,16,0.422,0,0.064
2023-02-21,17,0.464,0,0.013
2023-02-21,18,0.533,0,0
2023-02-21,19,2.77,0,0
2023-02-21,20,1.482,0,0
2023-02-21,21,0.715,0,0
2023-02-21,22,0,0.56,0
2023-02-21,23,0,0.738,0
2023-02-22,00,0,0.427,0
2023-02-22,01,0,0.236,0
2023-02-22,02,0,0.385,0
2023-02-22,03,0,0.32,0
2023-02-22,04,0,0.242,0
2023-02-22,05,0,0.247,0
2023-02-22,06,0,0.254,0
2023-02-22,07,0,0.573,0
2023-02-22,08,0.696,0,0.048
2023-02-22,09,0.168,0,0.235
2023-02-22,10,0.546,0,0.783
2023-02-22,11,0.208,0,0.518
2023-02-22,12,0,0,0.403
2023-02-22,13,0.172,0,0.302
2023-02-22,14,0.03,0,0.344
2023-02-22,15,0.177,0,0.243
2023-02-22,16,0.258,0,0.191
2023-02-22,17,0.241,0,0.039
2023-02-22,18,1.128,0,0
2023-02-22,19,0.518,0,0
2023-02-22,20,1.229,0,0
2023-02-22,21,1.321,0,0
2023-02-22,22,0,0.6,0
2023-02-22,23,0,0.583,0
2023-02-23,00,0,0.522,0
2023-02-23,01,0,0.447,0
2023-02-23,02,0,0.251,0
2023-02-23,03,0,0.244,0
2023-02-23,04,0,0.243,0
2023-02-23,05,0,0.238,0
2023-02-23,06,0,0.24,0
2023-02-23,07,0,0.223,0.017
2023-02-23,08,0.895,0,0.325
2023-02-23,09,0,0,0.268
2023-02-23,10,0,0,0.273
2023-02-23,11,0.571,0,0.564
2023-02-23,12,0.788,0,0.397
2023-02-23,13,0.048,0,0.383
2023-02-23,14,0,0,0.432
2023-02-23,15,0,0,0.391
2023-02-23,16,0.15,0,0.307
2023-02-23,17,0.332,0,0.061
2023-02-23,18,1.297,0,0
2023-02-23,19,1.62,0,0
2023-02-23,20,0.972,0,0
2023-02-23,21,0.715,0,0
2023-02-23,22,0,0.79,0
2023-02-23,23,0,0.652,0
2023-02-24,00,0,0.65,0
2023-02-24,01,0,1.161,0
2023-02-24,02,0,0.442,0
2023-02-24,03,0,0.269,0
2023-02-24,04,0,0.26,0
2023-02-24,05,0,0.307,0
2023-02-24,06,0,0.306,0
2023-02-24,07,0,0.633,0.021
2023-02-24,08,0.048,0,0.309
2023-02-24,09,0,0,0.326
2023-02-24,10,0.343,0,0.733
2023-02-24,11,0.015,0,0.809
2023-02-24,12,0.116,0,0.589
2023-02-24,13,0,0,0.272
2023-02-24,14,0,0,0.292
2023-02-24,15,0.081,0,0.457
2023-02-24,16,0.082,0,0.326
2023-02-24,17,0.308,0,0.048
2023-02-24,18,0.448,0,0
2023-02-24,19,1.336,0,0
2023-02-24,20,0.756,0,0
2023-02-24,21,0.723,0,0
2023-02-24,22,0,0.696,0
2023-02-24,23,0,1.797,0
2023-02-25,00,0,2.527,0
2023-02-25,01,0,2.478,0
2023-02-25,02,0,2.468,0
2023-02-25,03,0,0.851,0
2023-02-25,04,0,0.31,0
2023-02-25,05,0,0.318,0
2023-02-25,06,0,0.327,0
2023-02-25,07,0,0.319,0
2023-02-25,08,0.29,0,0.022
2023-02-25,09,0.255,0,0.083
2023-02-25,10,0.139,0,0.178
2023-02-25,11,0.889,0,0.208
2023-02-25,12,0.469,0,0.176
2023-02-25,13,0.355,0,0.205
2023-02-25,14,0.185,0,0.139
2023-02-25,15,0.238,0,0.071
2023-02-25,16,0.386,0,0.035
2023-02-25,17,0.537,0,0
2023-02-25,18,0.894,0,0
2023-02-25,19,0.882,0,0
2023-02-25,20,1.791,0,0
2023-02-25,21,1.124,0,0
2023-02-25,22,0,0.579,0
2023-02-25,23,0,0.569,0
2023-02-26,00,0,0.516,0
2023-02-26,01,0,0.609,0
2023-02-26,02,0,0.548,0
2023-02-26,03,0,0.717,0
2023-02-26,04,0,0.545,0
2023-02-26,05,0,0.806,0
2023-02-26,06,0,0.324,0
2023-02-26,07,0,0.287,0.032
2023-02-26,08,0.045,0,0.282
2023-02-26,09,0,0,0.332
2023-02-26,10,0,0,0.333
2023-02-26,11,0.261,0,0.656
2023-02-26,12,1.123,0,1.07
2023-02-26,13,0.09,0,0.675
2023-02-26,14,0.093,0,0.722
2023-02-26,15,0,0,0.52
2023-02-26,16,0.207,0,0.374
2023-02-26,17,0.507,0,0.051
2023-02-26,18,2.191,0,0
2023-02-26,19,2.146,0,0
2023-02-26,20,0.962,0,0
2023-02-26,21,0.557,0,0
2023-02-26,22,0,0.45,0
2023-02-26,23,0,0.574,0
2023-02-27,00,0,0.586,0
2023-02-27,01,0,0.569,0
2023-02-27,02,0,0.521,0
2023-02-27,03,0,0.416,0
2023-02-27,04,0,0.29,0
2023-02-27,05,0,0.281,0
2023-02-27,06,0,0.298,0
2023-02-27,07,0,1.3,0.04
2023-02-27,08,0.042,0,0.307
2023-02-27,09,0,0,0.288
2023-02-27,10,0,0,0.306
2023-02-27,11,0.219,0,0.498
2023-02-27,12,0.564,0,0.915
2023-02-27,13,0.231,0,0.496
2023-02-27,14,0,0,0.306
2023-02-27,15,0,0,0.285
2023-02-27,16,0.019,0,0.267
2023-02-27,17,0.244,0,0.054
2023-02-27,18,0.541,0,0
2023-02-27,19,0.655,0,0
2023-02-27,20,0.468,0,0
2023-02-27,21,0.48,0,0
2023-02-27,22,0,0.553,0
2023-02-27,23,0,0.52,0
2023-02-28,00,0,0.628,0
2023-02-28,01,0,0.489,0
2023-02-28,02,0,0.312,0
2023-02-28,03,0,0.32,0
2023-02-28,04,0,0.306,0
2023-02-28,05,0,0.304,0
2023-02-28,06,0,0.464,0
2023-02-28,07,0,1.093,0.046
2023-02-28,08,0.074,0,0.321
2023-02-28,09,0.437,0,0.548
2023-02-28,10,0,0,0.366
2023-02-28,11,0,0,0.29
2023-02-28,12,0,0,0.305
2023-02-28,13,0,0,0.301
2023-02-28,14,0,0,0.288
2023-02-28,15,0,0,0.298
2023-02-28,16,0.009,0,0.268
2023-02-28,17,0.226,0,0.06
2023-02-28,18,0.567,0,0
2023-02-28,19,0.529,0,0
2023-02-28,20,0.921,0,0
2023-02-28,21,1.635,0,0
2023-02-28,22,0,0.66,0
2023-02-28,23,0,0.573,0
2023-03-01,00,0,0.527,0
2023-03-01,01,0,0.572,0
2023-03-01,02,0,0.309,0
2023-03-01,03,0,0.308,0
2023-03-01,04,0,0.285,0
2023-03-01,05,0,0.302,0
2023-03-01,06,0,0.297,0
2023-03-01,07,0,0.901,0.05
2023-03-01,08,0.862,0,0.347
2023-03-01,09,0,0,0.289
2023-03-01,10,0,0,0.306
2023-03-01,11,0,0,0.401
2023-03-01,12,0.491,0,0.712
2023-03-01,13,0,0,0.31
2023-03-01,14,0,0,0.283
2023-03-01,15,0,0,0.289
2023-03-01,16,0.112,0,0.221
2023-03-01,17,0.244,0,0.104
2023-03-01,18,0.401,0,0.001
2023-03-01,19,1.437,0,0
2023-03-01,20,0.778,0,0
2023-03-01,21,0.69,0,0
2023-03-01,22,0,0.589,0
2023-03-01,23,0,0.439,0
2023-03-02,00,0,0.492,0
2023-03-02,01,0,0.481,0
2023-03-02,02,0,0.334,0
2023-03-02,03,0,0.285,0
2023-03-02,04,0,0.294,0
2023-03-02,05,0,0.295,0
2023-03-02,06,0,0.289,0
2023-03-02,07,0,1.303,0.065
2023-03-02,08,0.901,0,0.378
2023-03-02,09,0.21,0,0.438
2023-03-02,10,0.282,0,0.65
2023-03-02,11,0,0,0.439
2023-03-02,12,0,0,0.31
2023-03-02,13,0,0,0.303
2023-03-02,14,0,0,0.295
2023-03-02,15,0,0,0.305
2023-03-02,16,0.007,0,0.265
2023-03-02,17,0.223,0,0.065
2023-03-02,18,1.064,0,0
2023-03-02,19,2.155,0,0
2023-03-02,20,0.72,0,0
2023-03-02,21,1.813,0,0
2023-03-02,22,0,2.472,0
2023-03-02,23,0,0.857,0
2023-03-03,00,0,0.557,0
2023-03-03,01,0,0.487,0
2023-03-03,02,0,0.379,0
2023-03-03,03,0,0.348,0
2023-03-03,04,0,0.298,0
2023-03-03,05,0,0.294,0
2023-03-03,06,0,0.302,0
2023-03-03,07,0,1.119,0.048
2023-03-03,08,0.092,0,0.326
2023-03-03,09,0,0,0.281
2023-03-03,10,0.274,0,0.644
2023-03-03,11,0.609,0,0.861
2023-03-03,12,0.503,0,0.895
2023-03-03,13,0,0,0.297
2023-03-03,14,0.26,0,0.526
2023-03-03,15,0.139,0,0.416
2023-03-03,16,0.096,0,0.304
2023-03-03,17,0.326,0,0.07
2023-03-03,18,0.431,0,0
2023-03-03,19,1.144,0,0
2023-03-03,20,0.747,0,0
2023-03-03,21,1.34,0,0
2023-03-03,22,0,1.657,0
2023-03-03,23,0,0.577,0
2023-03-04,00,0,0.677,0
2023-03-04,01,0,0.42,0
2023-03-04,02,0,0.343,0
2023-03-04,03,0,0.364,0
2023-03-04,04,0,0.332,0
2023-03-04,05,0,0.397,0
2023-03-04,06,0,0.34,0
2023-03-04,07,0,1.427,0.073
2023-03-04,08,0.139,0,0.335
2023-03-04,09,0,0,0.389
2023-03-04,10,0,0,0.353
2023-03-04,11,0.39,0,0.783
2023-03-04,12,0.062,0,0.874
2023-03-04,13,0,0,0.317
2023-03-04,14,0,0,0.312
2023-03-04,15,0.379,0,0.368
2023-03-04,16,0.347,0,0.337
2023-03-04,17,0.413,0,0.065
2023-03-04,18,1.175,0,0
2023-03-04,19,0.698,0,0
2023-03-04,20,0.577,0,0
2023-03-04,21,0.575,0,0
2023-03-04,22,0,0.696,0
2023-03-04,23,0,0.626,0
2023-03-05,00,0,0.617,0
2023-03-05,01,0,0.462,0
2023-03-05,02,0,0.298,0
2023-03-05,03,0,1.153,0
2023-03-05,04,0,1.417,0
2023-03-05,05,0,1.309,0
2023-03-05,06,0,1.502,0
2023-03-05,07,0,0.319,0
2023-03-05,08,0.363,0,0.031
2023-03-05,09,0.219,0,0.116
2023-03-05,10,0.978,0,0.177
2023-03-05,11,1.773,0,0.178
2023-03-05,12,1.795,0,0.12
2023-03-05,13,0.507,0,0.087
2023-03-05,14,0.29,0,0.064
2023-03-05,15,0.743,0,0.079
2023-03-05,16,0.351,0,0.073
2023-03-05,17,2.07,0,0.061
2023-03-05,18,1.661,0,0.001
2023-03-05,19,2.357,0,0
2023-03-05,20,2.359,0,0
2023-03-05,21,0.949,0,0
2023-03-05,22,0,0.502,0
2023-03-05,23,0,0.578,0
2023-03-06,00,0,0.695,0
2023-03-06,01,0,2.499,0
2023-03-06,02,0,0.755,0
2023-03-06,03,0,0.371,0
2023-03-06,04,0,0.237,0
2023-03-06,05,0,0.272,0
2023-03-06,06,0,0.296,0
2023-03-06,07,0,1.144,0.016
2023-03-06,08,0.36,0,0.17
2023-03-06,09,0.127,0,0.158
2023-03-06,10,0.209,0,0.137
2023-03-06,11,0.6,0,0.203
2023-03-06,12,1.025,0,0.42
2023-03-06,13,0.08,0,0.197
2023-03-06,14,0.074,0,0.219
2023-03-06,15,0.078,0,0.204
2023-03-06,16,0.216,0,0.085
2023-03-06,17,0.308,0,0.03
2023-03-06,18,0.635,0,0
2023-03-06,19,1.323,0,0
2023-03-06,20,1.263,0,0
2023-03-06,21,0.588,0,0
2023-03-06,22,0,0.529,0
2023-03-06,23,0,0.562,0
2023-03-07,00,0,0.532,0
2023-03-07,01,0,0.301,0
2023-03-07,02,0,0.283,0
2023-03-07,03,0,0.306,0
2023-03-07,04,0,0.314,0
2023-03-07,05,0,0.321,0
2023-03-07,06,0,0.302,0
2023-03-07,07,0,0.882,0.012
2023-03-07,08,0.109,0,0.161
2023-03-07,09,1.216,0,0.449
2023-03-07,10,0.791,0,0.384
2023-03-07,11,0.013,0,0.265
2023-03-07,12,0,0,0.291
2023-03-07,13,0,0,0.297
2023-03-07,14,0.007,0,0.276
2023-03-07,15,0.068,0,0.205
2023-03-07,16,0.087,0,0.202
2023-03-07,17,0.287,0,0.044
2023-03-07,18,1.181,0,0
2023-03-07,19,2.412,0,0
2023-03-07,20,0.747,0,0
2023-03-07,21,1.643,0,0
2023-03-07,22,0,1.05,0
2023-03-07,23,0,0.588,0
