Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh)
2021-10-27,22,0.528,0,0,None
2021-10-27,23,0.438,0,0,None
2021-10-28,00,0.252,0,0,None
2021-10-28,01,0.251,0,0,None
2021-10-28,02,0.251,0,0,None
2021-10-28,03,0.242,0,0,None
2021-10-28,04,0.242,0,0,None
2021-10-28,05,0.242,0,0,None
2021-10-28,06,0.328,0,0,None
2021-10-28,07,0.459,0,0,None
2021-10-28,08,0.271,0,0.097,Low
2021-10-28,09,0.032,0,0.222,Medium
2021-10-28,10,0,0,0.257,Medium
2021-10-28,11,0,0,0.252,High
2021-10-28,12,0,0,0.258,Very High
2021-10-28,13,0,0,0.252,High
2021-10-28,14,0.001,0,0.252,Medium
2021-10-28,15,0.259,0,0.204,Low
2021-10-28,16,0.205,0,0.117,None
2021-10-28,17,0.248,0,0.016,None
2021-10-28,18,0.571,0,0,None
2021-10-28,19,0.834,0,0,None
2021-10-28,20,0.803,0,0,None
2021-10-28,21,0.95,0,0,None
2021-10-28,22,0.616,0,0,None
2021-10-28,23,0.572,0,0,None
2021-10-29,00,0.603,0,0,None
2021-10-29,01,0.284,0,0,None
2021-10-29,02,0.251,0,0,None
2021-10-29,03,0.253,0,0,None
2021-10-29,04,0.249,0,0,None
2021-10-29,05,0.241,0,0,None
2021-10-29,06,0.242,0,0,None
2021-10-29,07,0.302,0,0,None
2021-10-29,08,0.554,0,0.011,None
2021-10-29,09,0.143,0,0.111,None
2021-10-29,10,0.19,0,0.14,Low
2021-10-29,11,0.203,0,0.179,Low
2021-10-29,12,0.112,0,0.2,Low
2021-10-29,13,0.041,0,0.212,Low
2021-10-29,14,0.118,0,0.132,None
2021-10-29,15,0.191,0,0.067,None
2021-10-29,16,0.232,0,0.027,None
2021-10-29,17,0.239,0,0.013,None
2021-10-29,18,0.546,0,0,None
2021-10-29,19,0.642,0,0,None
2021-10-29,20,0.387,0,0,None
2021-10-29,21,0.399,0,0,None
2021-10-29,22,0.476,0,0,None
2021-10-29,23,1.342,0,0,None
2021-10-30,00,0.528,0,0,None
2021-10-30,01,0.404,0,0,None
2021-10-30,02,0.308,0,0,None
2021-10-30,03,0.308,0,0,None
2021-10-30,04,0.395,0,0,None
2021-10-30,05,0.309,0,0,None
2021-10-30,06,0.307,0,0,None
2021-10-30,07,0.31,0,0,None
2021-10-30,08,0.276,0,0.014,None
2021-10-30,09,0.179,0,0.153,Low
2021-10-30,10,0.246,0,0.312,Medium
2021-10-30,11,0.847,0,0.432,Low
2021-10-30,12,1.089,0,0.305,Low
2021-10-30,13,1.024,0,0.372,Low
2021-10-30,14,1.221,0,0.339,Low
2021-10-30,15,0.777,0,0.147,None
2021-10-30,16,0.687,0,0.108,None
2021-10-30,17,0.818,0,0.071,None
2021-10-30,18,0.842,0,0.01,None
2021-10-30,19,0.848,0,0,None
2021-10-30,20,0.619,0,0,None
2021-10-30,21,0.604,0,0,None
2021-10-30,22,0.711,0,0,None
2021-10-30,23,0.694,0,0,None
2021-10-31,00,0.721,0,0,None
2021-10-31,01,1.18,0,0,None
2021-10-31,02,0.493,0,0,None
2021-10-31,03,0.493,0,0,None
2021-10-31,04,0.457,0,0,None
2021-10-31,05,0.457,0,0,None
2021-10-31,06,0.458,0,0,None
2021-10-31,07,0.45,0,0.002,None
2021-10-31,08,0.657,0,0.006,None
2021-10-31,09,0.666,0,0.036,None
2021-10-31,10,0.646,0,0.096,None
2021-10-31,11,0.791,0,0.175,None
2021-10-31,12,1.888,0,0.222,None
2021-10-31,13,0.823,0,0.159,None
2021-10-31,14,1.59,0,0.074,None
2021-10-31,15,1.094,0,0.047,None
2021-10-31,16,0.447,0,0.011,None
2021-10-31,17,0.51,0,0,None
2021-10-31,18,0.536,0,0,None
2021-10-31,19,0.614,0,0,None
2021-10-31,20,0.701,0,0,None
2021-10-31,21,1.414,0,0,None
2021-10-31,22,0.8,0,0,None
2021-10-31,23,0.71,0,0,None
2021-11-01,00,0.891,0,0,None
2021-11-01,01,0.64,0,0,None
2021-11-01,02,0.558,0,0,None
2021-11-01,03,0.547,0,0,None
2021-11-01,04,0.55,0,0,None
2021-11-01,05,0.575,0,0,None
2021-11-01,06,0.642,0,0,None
2021-11-01,07,0.545,0,0.088,None
2021-11-01,08,0.296,0,0.271,Low
2021-11-01,09,0.314,0,0.196,None
2021-11-01,10,0.109,0,0.439,Medium
2021-11-01,11,0.026,0,0.524,High
2021-11-01,12,0.325,0,0.327,Medium
2021-11-01,13,0.078,0,0.441,High
2021-11-01,14,0.307,0,0.235,Low
2021-11-01,15,0.452,0,0.134,None
2021-11-01,16,0.509,0,0.049,None
2021-11-01,17,0.545,0,0,None
2021-11-01,18,0.454,0,0,None
2021-11-01,19,0.443,0,0,None
2021-11-01,20,0.92,0,0,None
2021-11-01,21,0.539,0,0,None
2021-11-01,22,0.418,0,0,None
2021-11-01,23,0.486,0,0,None
2021-11-02,00,0.514,0,0,None
2021-11-02,01,0.544,0,0,None
2021-11-02,02,0.268,0,0,None
2021-11-02,03,0.254,0,0,None
2021-11-02,04,0.253,0,0,None
2021-11-02,05,0.254,0,0,None
2021-11-02,06,0.253,0,0,None
2021-11-02,07,0.276,0,0.01,None
2021-11-02,08,0.412,0,0.088,None
2021-11-02,09,0.312,0,0.214,Low
2021-11-02,10,0.53,0,0.146,None
2021-11-02,11,0.121,0,0.256,Medium
2021-11-02,12,0.194,0,0.289,Medium
2021-11-02,13,0.177,0,0.242,Low
2021-11-02,14,0.136,0,0.176,Low
2021-11-02,15,0.299,0,0.164,Low
2021-11-02,16,0.508,0,0.068,None
2021-11-02,17,0.457,0,0.001,None
2021-11-02,18,0.966,0,0,None
2021-11-02,19,1.137,0,0,None
2021-11-02,20,0.77,0,0,None
2021-11-02,21,0.453,0,0,None
2021-11-02,22,0.395,0,0,None
2021-11-02,23,0.393,0,0,None
2021-11-03,00,0.248,0,0,None
2021-11-03,01,0.247,0,0,None
2021-11-03,02,0.249,0,0,None
2021-11-03,03,0.26,0,0,None
2021-11-03,04,0.258,0,0,None
2021-11-03,05,0.258,0,0,None
2021-11-03,06,0.341,0,0,None
2021-11-03,07,0.62,0,0.013,None
2021-11-03,08,0.608,0,0.123,None
2021-11-03,09,0.014,0,0.241,Medium
2021-11-03,10,0,0,0.264,High
2021-11-03,11,0,0,0.27,Very High
2021-11-03,12,0.033,0,0.33,Very High
2021-11-03,13,0.009,0,0.399,Very High
2021-11-03,14,0.103,0,0.294,Medium
2021-11-03,15,0.075,0,0.173,Medium
2021-11-03,16,0.209,0,0.037,None
2021-11-03,17,0.255,0,0,None
2021-11-03,18,0.403,0,0,None
2021-11-03,19,0.506,0,0,None
2021-11-03,20,0.324,0,0,None
2021-11-03,21,0.459,0,0,None
2021-11-03,22,0.51,0,0,None
2021-11-03,23,0.366,0,0,None
2021-11-04,00,0.27,0,0,None
2021-11-04,01,0.255,0,0,None
2021-11-04,02,0.255,0,0,None
2021-11-04,03,0.252,0,0,None
2021-11-04,04,0.239,0,0,None
2021-11-04,05,0.319,0,0,None
2021-11-04,06,0.307,0,0,None
2021-11-04,07,0.814,0,0.064,None
2021-11-04,08,0.024,0,0.291,Medium
2021-11-04,09,0,0,0.278,High
2021-11-04,10,0,0,0.279,Very High
2021-11-04,11,0,0,0.286,Very High
2021-11-04,12,0.001,0,0.281,Very High
2021-11-04,13,0.001,0,0.276,High
2021-11-04,14,0.01,0,0.26,High
2021-11-04,15,0.267,0,0.225,Medium
2021-11-04,16,0.556,0,0.115,None
2021-11-04,17,0.628,0,0.005,None
2021-11-04,18,0.509,0,0,None
2021-11-04,19,1.11,0,0,None
2021-11-04,20,0.831,0,0,None
2021-11-04,21,0.537,0,0,None
2021-11-04,22,0.591,0,0,None
2021-11-04,23,0.334,0,0,None
2021-11-05,00,0.313,0,0,None
2021-11-05,01,0.26,0,0,None
2021-11-05,02,0.247,0,0,None
2021-11-05,03,0.247,0,0,None
2021-11-05,04,0.26,0,0,None
2021-11-05,05,0.257,0,0,None
2021-11-05,06,0.256,0,0,None
2021-11-05,07,0.635,0,0.061,None
2021-11-05,08,0.18,0,0.329,Medium
2021-11-05,09,0.317,0,0.452,High
2021-11-05,10,0.121,0,0.405,High
2021-11-05,11,0.137,0,0.533,High
2021-11-05,12,0.014,0,0.305,Very High
2021-11-05,13,0,0,0.274,Very High
2021-11-05,14,0.002,0,0.263,High
2021-11-05,15,0,0,0.255,Medium
2021-11-05,16,0.179,0,0.079,Low
2021-11-05,17,0.252,0,0,None
2021-11-05,18,0.31,0,0,None
2021-11-05,19,0.328,0,0,None
2021-11-05,20,0.883,0,0,None
2021-11-05,21,1.36,0,0,None
2021-11-05,22,0,0.342,0,None
2021-11-05,23,0,0.318,0,None
2021-11-06,00,0,0.263,0,None
2021-11-06,01,0,0.241,0,None
2021-11-06,02,0,0.239,0,None
2021-11-06,03,0,0.252,0,None
2021-11-06,04,0,0.365,0,None
2021-11-06,05,0,0.256,0,None
2021-11-06,06,0,0.254,0,None
2021-11-06,07,0,0.186,0.058,Low
2021-11-06,08,0.001,0,0.25,Medium
2021-11-06,09,0,0,0.255,High
2021-11-06,10,0,0,0.293,Very High
2021-11-06,11,0.011,0,0.297,Very High
2021-11-06,12,0.44,0,0.738,High
2021-11-06,13,0.209,0,0.445,High
2021-11-06,14,0.001,0,0.359,High
2021-11-06,15,0.61,0,0.371,Medium
2021-11-06,16,1.33,0,0.072,None
2021-11-06,17,0.399,0,0.001,None
2021-11-06,18,0.485,0,0,None
2021-11-06,19,0.589,0,0,None
2021-11-06,20,0.733,0,0,None
2021-11-06,21,0.338,0,0,None
2021-11-06,22,0,0.346,0,None
2021-11-06,23,0,0.458,0,None
2021-11-07,00,0,0.321,0,None
2021-11-07,01,0,0.317,0,None
2021-11-07,02,0,0.33,0,None
2021-11-07,03,0,0.302,0,None
2021-11-07,04,0,0.276,0,None
2021-11-07,05,0,0.264,0,None
2021-11-07,06,0,0.251,0,None
2021-11-07,07,0,0.21,0.046,Low
2021-11-07,08,0.001,0,0.308,Medium
2021-11-07,09,0,0,0.254,High
2021-11-07,10,0.017,0,0.31,High
2021-11-07,11,0.07,0,0.265,Medium
2021-11-07,12,1.305,0,0.954,Medium
2021-11-07,13,0.763,0,0.685,Medium
2021-11-07,14,0.012,0,0.368,High
2021-11-07,15,0.016,0,0.301,Medium
2021-11-07,16,0.341,0,0.061,None
2021-11-07,17,0.801,0,0,None
2021-11-07,18,0.804,0,0,None
2021-11-07,19,1.649,0,0,None
2021-11-07,20,0.859,0,0,None
2021-11-07,21,0.472,0,0,None
2021-11-07,22,0,0.435,0,None
2021-11-07,23,0,0.388,0,None
2021-11-08,00,0,0.382,0,None
2021-11-08,01,0,0.396,0,None
2021-11-08,02,0,0.383,0,None
2021-11-08,03,0,0.387,0,None
2021-11-08,04,0,0.285,0,None
2021-11-08,05,0,0.272,0,None
2021-11-08,06,0,0.255,0,None
2021-11-08,07,0,0.977,0.014,None
2021-11-08,08,0.647,0,0.101,None
2021-11-08,09,0.065,0,0.297,Medium
2021-11-08,10,0,0,0.287,Medium
2021-11-08,11,0,0,0.281,Very High
2021-11-08,12,0,0,0.274,Very High
2021-11-08,13,0,0,0.259,High
2021-11-08,14,0,0,0.258,High
2021-11-08,15,0,0,0.266,Medium
2021-11-08,16,0.211,0,0.058,None
2021-11-08,17,0.296,0,0,None
2021-11-08,18,0.413,0,0,None
2021-11-08,19,0.689,0,0,None
2021-11-08,20,0.864,0,0,None
2021-11-08,21,0.656,0,0,None
2021-11-08,22,0,0.512,0,None
2021-11-08,23,0,0.448,0,None
2021-11-09,00,0,1.19,0,None
2021-11-09,01,0,0.292,0,None
2021-11-09,02,0,0.264,0,None
2021-11-09,03,0,0.305,0,None
2021-11-09,04,0,0.259,0,None
2021-11-09,05,0,0.261,0,None
2021-11-09,06,0,0.297,0,None
2021-11-09,07,0,1.134,0.039,None
2021-11-09,08,0.427,0,0.399,Low
2021-11-09,09,0.008,0,0.363,High
2021-11-09,10,0,0,0.256,High
2021-11-09,11,0.082,0,0.578,High
2021-11-09,12,0,0,0.281,Very High
2021-11-09,13,0,0,0.261,High
2021-11-09,14,0,0,0.256,High
2021-11-09,15,0.007,0,0.246,Medium
2021-11-09,16,0.233,0,0.055,None
2021-11-09,17,0.239,0,0,None
2021-11-09,18,0.407,0,0,None
2021-11-09,19,0.843,0,0,None
2021-11-09,20,0.743,0,0,None
2021-11-09,21,0.576,0,0,None
2021-11-09,22,0,0.759,0,None
2021-11-09,23,0,0.411,0,None
2021-11-10,00,0,0.369,0,None
2021-11-10,01,0,0.317,0,None
2021-11-10,02,0,0.292,0,None
2021-11-10,03,0,0.262,0,None
2021-11-10,04,0,0.263,0,None
2021-11-10,05,0,0.281,0,None
2021-11-10,06,0,0.256,0,None
2021-11-10,07,0,1.797,0.035,None
2021-11-10,08,0.271,0,0.365,Medium
2021-11-10,09,0,0,0.264,High
2021-11-10,10,0,0,0.263,High
2021-11-10,11,0,0,0.271,Very High
2021-11-10,12,0,0,0.282,Very High
2021-11-10,13,0,0,0.277,High
2021-11-10,14,0,0,0.271,High
2021-11-10,15,0.014,0,0.247,Medium
2021-11-10,16,0.197,0,0.057,None
2021-11-10,17,0.255,0,0,None
2021-11-10,18,1.125,0,0,None
2021-11-10,19,1.481,0,0,None
2021-11-10,20,1.26,0,0,None
2021-11-10,21,1.078,0,0,None
2021-11-10,22,0,1.018,0,None
2021-11-10,23,0,0.686,0,None
2021-11-11,00,0,0.566,0,None
2021-11-11,01,0,0.547,0,None
2021-11-11,02,0,0.515,0,None
2021-11-11,03,0,0.465,0,None
2021-11-11,04,0,0.461,0,None
2021-11-11,05,0,0.448,0,None
2021-11-11,06,0,0.442,0,None
2021-11-11,07,0,1.874,0.024,None
2021-11-11,08,0.395,0,0.345,None
2021-11-11,09,0.438,0,0.611,Medium
2021-11-11,10,0.152,0,0.641,Medium
2021-11-11,11,0.396,0,0.779,Medium
2021-11-11,12,0,0,0.484,High
2021-11-11,13,0,0,0.465,High
2021-11-11,14,0,0,0.476,Medium
2021-11-11,15,0.107,0,0.358,None
2021-11-11,16,0.403,0,0.059,None
2021-11-11,17,0.454,0,0,None
2021-11-11,18,0.61,0,0,None
2021-11-11,19,0.485,0,0,None
2021-11-11,20,0.445,0,0,None
2021-11-11,21,0.516,0,0,None
2021-11-11,22,0,0.581,0,None
2021-11-11,23,0,0.587,0,None
2021-11-12,00,0,0.578,0,None
2021-11-12,01,0,0.556,0,None
2021-11-12,02,0,0.517,0,None
2021-11-12,03,0,0.539,0,None
2021-11-12,04,0,0.484,0,None
2021-11-12,05,0,0.528,0,None
2021-11-12,06,0,0.502,0,None
2021-11-12,07,0,1.451,0.006,None
2021-11-12,08,0.33,0,0.302,Medium
2021-11-12,09,0.26,0,0.339,Low
2021-11-12,10,0,0,0.258,High
2021-11-12,11,0,0,0.317,Very High
2021-11-12,12,0,0,0.323,High
2021-11-12,13,0,0,0.311,High
2021-11-12,14,0,0,0.312,High
2021-11-12,15,0.051,0,0.309,Medium
2021-11-12,16,0.31,0,0.054,None
2021-11-12,17,0.445,0,0,None
2021-11-12,18,1.242,0,0,None
2021-11-12,19,0.902,0,0,None
2021-11-12,20,0.341,0,0,None
2021-11-12,21,0.514,0,0,None
2021-11-12,22,0,0.557,0,None
2021-11-12,23,0,0.449,0,None
2021-11-13,00,0,0.34,0,None
2021-11-13,01,0,0.356,0,None
2021-11-13,02,0,0.457,0,None
2021-11-13,03,0,0.379,0,None
2021-11-13,04,0,0.347,0,None
2021-11-13,05,0,0.337,0,None
2021-11-13,06,0,0.292,0,None
2021-11-13,07,0,0.293,0.023,None
2021-11-13,08,0.005,0,0.321,Medium
2021-11-13,09,0,0,0.432,Medium
2021-11-13,10,0.427,0,0.763,Medium
2021-11-13,11,0.287,0,0.666,High
2021-11-13,12,0,0,0.36,High
2021-11-13,13,0,0,0.276,High
2021-11-13,14,0.217,0,0.356,High
2021-11-13,15,1.477,0,0.388,None
2021-11-13,16,1.66,0,0.053,None
2021-11-13,17,0.756,0,0,None
2021-11-13,18,0.804,0,0,None
2021-11-13,19,0.583,0,0,None
2021-11-13,20,0.545,0,0,None
2021-11-13,21,0.894,0,0,None
2021-11-13,22,0,0.559,0,None
2021-11-13,23,0,0.411,0,None
2021-11-14,00,0,0.488,0,None
2021-11-14,01,0,0.461,0,None
2021-11-14,02,0,0.333,0,None
2021-11-14,03,0,0.317,0,None
2021-11-14,04,0,0.315,0,None
2021-11-14,05,0,0.326,0,None
2021-11-14,06,0,0.323,0,None
2021-11-14,07,0,0.204,0.022,None
2021-11-14,08,0.312,0,0.374,Medium
2021-11-14,09,0.236,0,0.58,Medium
2021-11-14,10,0.081,0,0.922,None
2021-11-14,11,0.213,0,0.994,None
2021-11-14,12,0.724,0,0.941,Medium
2021-11-14,13,0,0,0.363,High
2021-11-14,14,0,0,0.349,High
2021-11-14,15,0.258,0,0.313,Medium
2021-11-14,16,0.245,0,0.049,None
2021-11-14,17,0.404,0,0,None
2021-11-14,18,1.603,0,0,None
2021-11-14,19,1.238,0,0,None
2021-11-14,20,0.825,0,0,None
2021-11-14,21,0.549,0,0,None
2021-11-14,22,0,0.665,0,None
2021-11-14,23,0,0.491,0,None
2021-11-15,00,0,0.398,0,None
2021-11-15,01,0,0.249,0,None
2021-11-15,02,0,0.279,0,None
2021-11-15,03,0,0.3,0,None
2021-11-15,04,0,0.239,0,None
2021-11-15,05,0,0.25,0,None
2021-11-15,06,0,0.294,0,None
2021-11-15,07,0,1.685,0.016,None
2021-11-15,08,0.449,0,0.343,Medium
2021-11-15,09,0,0,0.259,High
2021-11-15,10,0,0,0.261,High
2021-11-15,11,0,0,0.25,Very High
2021-11-15,12,0,0,0.252,Very High
2021-11-15,13,0,0,0.262,High
2021-11-15,14,0,0,0.256,High
2021-11-15,15,0.007,0,0.25,Medium
2021-11-15,16,0.173,0,0.073,None
2021-11-15,17,0.236,0,0,None
2021-11-15,18,0.249,0,0,None
2021-11-15,19,0.874,0,0,None
2021-11-15,20,0.739,0,0,None
2021-11-15,21,0.49,0,0,None
2021-11-15,22,0,0.369,0,None
2021-11-15,23,0,0.369,0,None
2021-11-16,00,0,0.304,0,None
2021-11-16,01,0,0.281,0,None
2021-11-16,02,0,0.255,0,None
2021-11-16,03,0,0.266,0,None
2021-11-16,04,0,0.29,0,None
2021-11-16,05,0,0.278,0,None
2021-11-16,06,0,0.298,0,None
2021-11-16,07,0,0.998,0.016,None
2021-11-16,08,0.264,0,0.375,Low
2021-11-16,09,0.365,0,0.381,High
2021-11-16,10,0,0,0.226,High
2021-11-16,11,0,0,0.303,High
2021-11-16,12,0,0,0.208,Very High
2021-11-16,13,0,0,0.208,High
2021-11-16,14,0,0,0.21,High
2021-11-16,15,0,0,0.207,Medium
2021-11-16,16,0.138,0,0.066,None
2021-11-16,17,0.193,0,0,None
2021-11-16,18,0.438,0,0,None
2021-11-16,19,1.74,0,0,None
2021-11-16,20,0.772,0,0,None
2021-11-16,21,0.409,0,0,None
2021-11-16,22,0,0.558,0,None
2021-11-16,23,0,0.261,0,None
2021-11-17,00,0,0.255,0,None
2021-11-17,01,0,0.323,0,None
2021-11-17,02,0,0.241,0,None
2021-11-17,03,0,0.315,0,None
2021-11-17,04,0,0.282,0,None
2021-11-17,05,0,0.27,0,None
2021-11-17,06,0,0.274,0,None
2021-11-17,07,0,1.717,0.005,None
2021-11-17,08,0.708,0,0.247,Medium
2021-11-17,09,0,0,0.28,High
2021-11-17,10,0.173,0,0.607,Medium
2021-11-17,11,0.382,0,0.676,High
2021-11-17,12,0,0,0.27,Very High
2021-11-17,13,0,0,0.257,High
2021-11-17,14,0,0,0.247,High
2021-11-17,15,0,0,0.247,Medium
2021-11-17,16,0.219,0,0.039,None
2021-11-17,17,0.278,0,0,None
2021-11-17,18,0.39,0,0,None
2021-11-17,19,0.326,0,0,None
2021-11-17,20,0.346,0,0,None
2021-11-17,21,0.423,0,0,None
2021-11-17,22,0,1.079,0,None
2021-11-17,23,0,0.389,0,None
2021-11-18,00,0,0.341,0,None
2021-11-18,01,0,0.316,0,None
2021-11-18,02,0,0.257,0,None
2021-11-18,03,0,0.304,0,None
2021-11-18,04,0,0.308,0,None
2021-11-18,05,0,0.29,0,None
2021-11-18,06,0,1.905,0,None
2021-11-18,07,0,2.151,0.002,None
2021-11-18,08,0.072,0,0.284,Medium
2021-11-18,09,0,0,0.272,High
2021-11-18,10,0,0,0.278,High
2021-11-18,11,0,0,0.255,Very High
2021-11-18,12,0.035,0,0.659,High
2021-11-18,13,0,0,0.249,High
2021-11-18,14,0,0,0.355,High
2021-11-18,15,0,0,0.254,Medium
2021-11-18,16,0.221,0,0.036,None
2021-11-18,17,0.256,0,0,None
2021-11-18,18,0.535,0,0,None
2021-11-18,19,0.952,0,0,None
2021-11-18,20,0.834,0,0,None
2021-11-18,21,0.638,0,0,None
2021-11-18,22,0,0.769,0,None
2021-11-18,23,0,1.118,0,None
2021-11-19,00,0,1.716,0,None
2021-11-19,01,0,1.601,0,None
2021-11-19,02,0,1.35,0,None
2021-11-19,03,0,0.377,0,None
2021-11-19,04,0,0.409,0,None
2021-11-19,05,0,0.37,0,None
2021-11-19,06,0,0.382,0,None
2021-11-19,07,0,1.314,0.002,None
2021-11-19,08,0.227,0,0.316,Medium
2021-11-19,09,0,0,0.348,High
2021-11-19,10,0.323,0,0.615,Medium
2021-11-19,11,0,0,0.462,High
2021-11-19,12,0.368,0,0.698,Medium
2021-11-19,13,0,0,0.346,High
2021-11-19,14,0,0,0.358,Medium
2021-11-19,15,0.065,0,0.333,Low
2021-11-19,16,0.413,0,0.05,None
2021-11-19,17,0.563,0,0,None
2021-11-19,18,1.087,0,0,None
2021-11-19,19,1.61,0,0,None
2021-11-19,20,1.807,0,0,None
2021-11-19,21,1.63,0,0,None
2021-11-19,22,0,0.807,0,None
2021-11-19,23,0,0.405,0,None
2021-11-20,00,0,0.473,0,None
2021-11-20,01,0,0.289,0,None
2021-11-20,02,0,0.294,0,None
2021-11-20,03,0,0.297,0,None
2021-11-20,04,0,0.375,0,None
2021-11-20,05,0,0.304,0,None
2021-11-20,06,0,0.29,0,None
2021-11-20,07,0,0.425,0.002,None
2021-11-20,08,0.235,0,0.112,None
2021-11-20,09,0,0,0.291,High
2021-11-20,10,0.284,0,0.265,Medium
2021-11-20,11,0.683,0,0.567,Medium
2021-11-20,12,0.504,0,0.565,None
2021-11-20,13,0.821,0,0.485,None
2021-11-20,14,0.787,0,0.358,Low
2021-11-20,15,0.035,0,0.22,Low
2021-11-20,16,0.197,0,0.052,None
2021-11-20,17,0.242,0,0,None
2021-11-20,18,0.554,0,0,None
2021-11-20,19,0.507,0,0,None
2021-11-20,20,0.885,0,0,None
2021-11-20,21,0.417,0,0,None
2021-11-20,22,0,0.37,0,None
2021-11-20,23,0,0.385,0,None
2021-11-21,00,0,0.323,0,None
2021-11-21,01,0,0.334,0,None
2021-11-21,02,0,0.293,0,None
2021-11-21,03,0,0.326,0,None
2021-11-21,04,0,0.276,0,None
2021-11-21,05,0,0.265,0,None
2021-11-21,06,0,0.247,0,None
2021-11-21,07,0,0.238,0.003,None
2021-11-21,08,0.551,0,0.107,None
2021-11-21,09,0.458,0,0.377,Medium
2021-11-21,10,0,0,0.491,Medium
2021-11-21,11,0.999,0,0.799,None
2021-11-21,12,0.555,0,0.808,None
2021-11-21,13,0.298,0,0.666,Medium
2021-11-21,14,0.887,0,0.516,None
2021-11-21,15,0.698,0,0.275,None
2021-11-21,16,0.753,0,0.038,None
2021-11-21,17,0.879,0,0,None
2021-11-21,18,0.818,0,0,None
2021-11-21,19,1.547,0,0,None
2021-11-21,20,0.713,0,0,None
2021-11-21,21,1.058,0,0,None
2021-11-21,22,0,0.7,0,None
2021-11-21,23,0,0.514,0,None
2021-11-22,00,0,0.369,0,None
2021-11-22,01,0,0.321,0,None
2021-11-22,02,0,0.323,0,None
2021-11-22,03,0,0.267,0,None
2021-11-22,04,0,0.249,0,None
2021-11-22,05,0,0.246,0,None
2021-11-22,06,0,0.306,0,None
2021-11-22,07,0,1.489,0.002,None
2021-11-22,08,0.751,0,0.263,Medium
2021-11-22,09,0,0,0.28,High
2021-11-22,10,0.204,0,0.481,High
2021-11-22,11,0.076,0,0.504,High
2021-11-22,12,0,0,0.275,Very High
2021-11-22,13,0,0,0.257,High
2021-11-22,14,0.003,0,0.255,High
2021-11-22,15,0.087,0,0.177,Low
2021-11-22,16,0.23,0,0.037,None
2021-11-22,17,0.273,0,0,None
2021-11-22,18,0.326,0,0,None
2021-11-22,19,1.653,0,0,None
2021-11-22,20,0.994,0,0,None
2021-11-22,21,0.482,0,0,None
2021-11-22,22,0,0.698,0,None
2021-11-22,23,0,0.466,0,None
2021-11-23,00,0,0.411,0,None
2021-11-23,01,0,0.374,0,None
2021-11-23,02,0,0.373,0,None
2021-11-23,03,0,0.33,0,None
2021-11-23,04,0,0.202,0,None
2021-11-23,05,0,0.26,0,None
2021-11-23,06,0,0.257,0,None
2021-11-23,07,0,1.063,0.001,None
2021-11-23,08,0.472,0,0.074,None
2021-11-23,09,0.265,0,0.308,Medium
2021-11-23,10,0,0,0.267,High
2021-11-23,11,0,0,0.262,Very High
2021-11-23,12,0,0,0.258,Very High
2021-11-23,13,0,0,0.255,High
2021-11-23,14,0,0,0.259,High
2021-11-23,15,0.034,0,0.332,Low
2021-11-23,16,0.225,0,0.026,None
2021-11-23,17,0.259,0,0,None
2021-11-23,18,0.308,0,0,None
2021-11-23,19,0.992,0,0,None
2021-11-23,20,0.629,0,0,None
2021-11-23,21,0.462,0,0,None
2021-11-23,22,0,0.43,0,None
2021-11-23,23,0,0.407,0,None
2021-11-24,00,0,0.326,0,None
2021-11-24,01,0,0.248,0,None
2021-11-24,02,0,0.236,0,None
2021-11-24,03,0,0.246,0,None
2021-11-24,04,0,0.235,0,None
2021-11-24,05,0,0.233,0,None
2021-11-24,06,0,0.23,0,None
2021-11-24,07,0,1.216,0.007,None
2021-11-24,08,0.74,0,0.298,Low
2021-11-24,09,0,0,0.236,High
2021-11-24,10,0.031,0,0.286,Medium
2021-11-24,11,0.006,0,0.231,Medium
2021-11-24,12,0.026,0,0.213,Low
2021-11-24,13,0.04,0,0.203,None
2021-11-24,14,0.07,0,0.223,Low
2021-11-24,15,0.107,0,0.118,None
2021-11-24,16,0.179,0,0.044,None
2021-11-24,17,0.516,0,0,None
2021-11-24,18,1.468,0,0,None
2021-11-24,19,0.776,0,0,None
2021-11-24,20,0.475,0,0,None
2021-11-24,21,0.396,0,0,None
2021-11-24,22,0,0.334,0,None
2021-11-24,23,0,0.467,0,None
2021-11-25,00,0,2.362,0,None
2021-11-25,01,0,0.435,0,None
2021-11-25,02,0,0.279,0,None
2021-11-25,03,0,0.243,0,None
2021-11-25,04,0,0.267,0,None
2021-11-25,05,0,0.233,0,None
2021-11-25,06,0,0.265,0,None
2021-11-25,07,0,1.34,0.002,None
2021-11-25,08,0.457,0,0.028,None
2021-11-25,09,0.052,0,0.178,Low
2021-11-25,10,0.011,0,0.252,Low
2021-11-25,11,0.023,0,0.431,Medium
2021-11-25,12,0.234,0,0.434,High
2021-11-25,13,0,0,0.239,High
2021-11-25,14,0,0,0.268,High
2021-11-25,15,0.001,0,0.229,Medium
2021-11-25,16,0.244,0,0.018,None
2021-11-25,17,0.307,0,0,None
2021-11-25,18,0.288,0,0,None
2021-11-25,19,0.365,0,0,None
2021-11-25,20,0.378,0,0,None
2021-11-25,21,0.374,0,0,None
2021-11-25,22,0,0.866,0,None
2021-11-25,23,0,0.555,0,None
2021-11-26,00,0,0.284,0,None
2021-11-26,01,0,0.3,0,None
