Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh)
2022-04-08,03,0,0.281,0,None
2022-04-08,04,0,0.277,0,None
2022-04-08,05,0,0.262,0,None
2022-04-08,06,0,0.261,0,None
2022-04-08,07,0,1.04,0.001,None
2022-04-08,08,0.384,0,0.029,None
2022-04-08,09,0.331,0,0.067,None
2022-04-08,10,0.278,0,0.082,None
2022-04-08,11,0.186,0,0.18,None
2022-04-08,12,0.17,0,0.205,None
2022-04-08,13,0.445,0,0.236,None
2022-04-08,14,0.338,0,0.264,None
2022-04-08,15,0.698,0,0.232,None
2022-04-08,16,1.082,0,0.107,None
2022-04-08,17,0.829,0,0.15,None
2022-04-08,18,0.239,0,0.132,None
2022-04-08,19,0.421,0,0.021,None
2022-04-08,20,0.451,0,0,None
2022-04-08,21,0.449,0,0,None
2022-04-08,22,0,0.393,0,None
2022-04-08,23,0,0.388,0,None
2022-04-09,00,0,0.432,0,None
2022-04-09,01,0,0.377,0,None
2022-04-09,02,0,0.365,0,None
2022-04-09,03,0,0.375,0,None
2022-04-09,04,0,0.382,0,None
2022-04-09,05,0,0.327,0,None
2022-04-09,06,0,0.321,0,None
2022-04-09,07,0,0.305,0.01,None
2022-04-09,08,0.211,0,0.101,None
2022-04-09,09,1.13,0,0.493,Medium
2022-04-09,10,0,0,0.488,High
2022-04-09,11,0.22,0,0.715,High
2022-04-09,12,0.508,0,1.122,Low
2022-04-09,13,0.367,0,0.954,Medium
2022-04-09,14,0.194,0,0.685,High
2022-04-09,15,0,0,0.316,Very High
2022-04-09,16,0,0,0.304,High
2022-04-09,17,0.001,0,0.321,Medium
2022-04-09,18,0.236,0,0.172,None
2022-04-09,19,0.694,0,0.019,None
2022-04-09,20,0.377,0,0,None
2022-04-09,21,0.276,0,0,None
2022-04-09,22,0,0.404,0,None
2022-04-09,23,0,0.505,0,None
2022-04-10,00,0,0.338,0,None
2022-04-10,01,0,0.337,0,None
2022-04-10,02,0,0.412,0,None
2022-04-10,03,0,0.286,0,None
2022-04-10,04,0,0.258,0,None
2022-04-10,05,0,0.26,0,None
2022-04-10,06,0,0.269,0,None
2022-04-10,07,0,0.484,0.033,None
2022-04-10,08,1.141,0,0.183,None
2022-04-10,09,0,0,0.335,Medium
2022-04-10,10,0.316,0,0.74,Medium
2022-04-10,11,0,0,0.52,High
2022-04-10,12,0,0,0.428,High
2022-04-10,13,0.927,0,0.666,None
2022-04-10,14,0.101,0,0.908,Medium
2022-04-10,15,0.18,0,0.75,Low
2022-04-10,16,0,0,0.487,High
2022-04-10,17,0,0,0.326,Medium
2022-04-10,18,0.201,0,0.166,None
2022-04-10,19,0.316,0,0.058,None
2022-04-10,20,0.559,0,0,None
2022-04-10,21,0.394,0,0,None
2022-04-10,22,0,0.54,0,None
2022-04-10,23,0,0.622,0,None
2022-04-11,00,0,1.133,0,None
2022-04-11,01,0,0.353,0,None
2022-04-11,02,0,0.338,0,None
2022-04-11,03,0,0.259,0,None
2022-04-11,04,0,0.271,0,None
2022-04-11,05,0,0.272,0,None
2022-04-11,06,0,0.269,0,None
2022-04-11,07,0,1.409,0.022,None
2022-04-11,08,0.155,0,0.162,None
2022-04-11,09,0.109,0,0.297,Low
2022-04-11,10,0,0,0.339,Medium
2022-04-11,11,0.104,0,0.186,None
2022-04-11,12,0.216,0,0.084,None
2022-04-11,13,0.29,0,0.366,Medium
2022-04-11,14,0,0,0.288,High
2022-04-11,15,0,0,0.268,High
2022-04-11,16,0,0,0.259,High
2022-04-11,17,0.054,0,0.235,Medium
2022-04-11,18,0.446,0,0.147,None
2022-04-11,19,1.864,0,0.036,None
2022-04-11,20,0.984,0,0,None
2022-04-11,21,0.859,0,0,None
2022-04-11,22,0,0.529,0,None
2022-04-11,23,0,0.45,0,None
2022-04-12,00,0,0.333,0,None
2022-04-12,01,0,0.256,0,None
2022-04-12,02,0,0.25,0,None
2022-04-12,03,0,0.251,0,None
2022-04-12,04,0,0.322,0,None
2022-04-12,05,0,0.321,0,None
2022-04-12,06,0,0.26,0,None
2022-04-12,07,0,0.677,0.041,None
2022-04-12,08,0.181,0,0.113,None
2022-04-12,09,0.367,0,0.267,None
2022-04-12,10,0,0,0.412,High
2022-04-12,11,0.266,0,0.126,Medium
2022-04-12,12,0.021,0,0.33,High
2022-04-12,13,0,0,0.358,Medium
2022-04-12,14,0,0,0.355,High
2022-04-12,15,0,0,0.319,High
2022-04-12,16,0.001,0,0.373,High
2022-04-12,17,0.253,0,0.318,Low
2022-04-12,18,0.323,0,0.146,None
2022-04-12,19,0.551,0,0.023,None
2022-04-12,20,1.623,0,0,None
2022-04-12,21,0.837,0,0,None
2022-04-12,22,0,0.735,0,None
2022-04-12,23,0,0.364,0,None
2022-04-13,00,0,0.372,0,None
2022-04-13,01,0,0.382,0,None
2022-04-13,02,0,0.373,0,None
2022-04-13,03,0,0.378,0,None
2022-04-13,04,0,0.368,0,None
2022-04-13,05,0,0.308,0,None
2022-04-13,06,0,0.303,0,None
2022-04-13,07,0,1.7,0.02,None
2022-04-13,08,0.102,0,0.216,Low
2022-04-13,09,0,0,0.253,Medium
2022-04-13,10,0,0,0.257,High
2022-04-13,11,0.462,0,0.601,Medium
2022-04-13,12,0.279,0,0.395,High
2022-04-13,13,0,0,0.274,High
2022-04-13,14,0,0,0.282,Very High
2022-04-13,15,0,0,0.461,High
2022-04-13,16,0.047,0,0.522,Medium
2022-04-13,17,0,0,0.315,Medium
2022-04-13,18,0.218,0,0.165,None
2022-04-13,19,0.42,0,0.019,None
2022-04-13,20,0.489,0,0,None
2022-04-13,21,0.609,0,0,None
2022-04-13,22,0,0.341,0,None
2022-04-13,23,0,0.35,0,None
2022-04-14,00,0,0.354,0,None
2022-04-14,01,0,0.352,0,None
2022-04-14,02,0,0.361,0,None
2022-04-14,03,0,0.357,0,None
2022-04-14,04,0,0.313,0,None
2022-04-14,05,0,0.295,0,None
2022-04-14,06,0,0.329,0,None
2022-04-14,07,0,0.709,0.066,None
2022-04-14,08,0.043,0,0.264,Medium
2022-04-14,09,0,0,0.265,High
2022-04-14,10,0,0,0.316,High
2022-04-14,11,0,0,0.273,Very High
2022-04-14,12,0,0,0.269,Very High
2022-04-14,13,0,0,0.26,Very High
2022-04-14,14,0.101,0,0.76,High
2022-04-14,15,0,0,0.419,High
2022-04-14,16,0,0,0.463,High
2022-04-14,17,0,0,0.416,Medium
2022-04-14,18,0.428,0,0.172,None
2022-04-14,19,1.992,0,0.02,None
2022-04-14,20,1.073,0,0,None
2022-04-14,21,0.643,0,0,None
2022-04-14,22,0,0.652,0,None
2022-04-14,23,0,0.572,0,None
2022-04-15,00,0,0.686,0,None
2022-04-15,01,0,0.41,0,None
2022-04-15,02,0,0.392,0,None
2022-04-15,03,0,0.339,0,None
2022-04-15,04,0,0.368,0,None
2022-04-15,05,0,0.3,0,None
2022-04-15,06,0,0.362,0,None
2022-04-15,07,0,0.266,0.064,None
2022-04-15,08,0.03,0,0.296,Medium
2022-04-15,09,0,0,0.312,High
2022-04-15,10,0,0,0.372,High
2022-04-15,11,0,0,0.491,Very High
2022-04-15,12,0.648,0,1.191,Low
2022-04-15,13,0,0,0.489,Very High
2022-04-15,14,0,0,0.275,Very High
2022-04-15,15,0,0,0.296,Very High
2022-04-15,16,0,0,0.592,Medium
2022-04-15,17,0,0,0.342,Medium
2022-04-15,18,0.15,0,0.176,Low
2022-04-15,19,0.309,0,0.019,None
2022-04-15,20,0.434,0,0,None
2022-04-15,21,0.74,0,0,None
2022-04-15,22,0,0.394,0,None
2022-04-15,23,0,0.547,0,None
2022-04-16,00,0,0.479,0,None
2022-04-16,01,0,0.38,0,None
2022-04-16,02,0,0.287,0,None
2022-04-16,03,0,0.358,0,None
2022-04-16,04,0,0.322,0,None
2022-04-16,05,0,0.252,0,None
2022-04-16,06,0,0.263,0,None
2022-04-16,07,0,0.245,0.029,None
2022-04-16,08,0.162,0,0.116,None
2022-04-16,09,0.035,0,0.258,Low
2022-04-16,10,0,0,0.263,High
2022-04-16,11,0.177,0,0.775,High
2022-04-16,12,0,0,0.33,Very High
2022-04-16,13,0,0,0.298,Very High
2022-04-16,14,0,0,0.299,Very High
2022-04-16,15,0.028,0,0.75,High
2022-04-16,16,0,0,0.544,High
2022-04-16,17,0.534,0,0.55,None
2022-04-16,18,0.419,0,0.187,None
2022-04-16,19,1.543,0,0.028,None
2022-04-16,20,1.131,0,0.001,None
2022-04-16,21,1.21,0,0,None
2022-04-16,22,0,0.594,0,None
2022-04-16,23,0,0.393,0,None
2022-04-17,00,0,0.283,0,None
2022-04-17,01,0,0.279,0,None
2022-04-17,02,0,0.299,0,None
2022-04-17,03,0,0.284,0,None
2022-04-17,04,0,0.264,0,None
2022-04-17,05,0,0.298,0,None
2022-04-17,06,0,0.324,0,None
2022-04-17,07,0,0.27,0.011,None
2022-04-17,08,0.206,0,0.066,None
2022-04-17,09,0.106,0,0.188,None
2022-04-17,10,0.038,0,0.365,Low
2022-04-17,11,0.141,0,0.343,High
2022-04-17,12,0,0,0.309,Very High
2022-04-17,13,0,0,0.293,Very High
2022-04-17,14,0,0,0.294,Very High
2022-04-17,15,0,0,0.456,High
2022-04-17,16,0,0,0.51,High
2022-04-17,17,0.013,0,0.476,Low
2022-04-17,18,0.322,0,0.188,None
2022-04-17,19,0.79,0,0.027,None
2022-04-17,20,1.15,0,0,None
2022-04-17,21,1.006,0,0,None
2022-04-17,22,0,0.81,0,None
2022-04-17,23,0,1.643,0,None
2022-04-18,00,0,0.685,0,None
2022-04-18,01,0,0.354,0,None
2022-04-18,02,0,0.342,0,None
2022-04-18,03,0,0.358,0,None
2022-04-18,04,0,0.304,0,None
2022-04-18,05,0,0.267,0,None
2022-04-18,06,0,0.263,0,None
2022-04-18,07,0,0.187,0.089,None
2022-04-18,08,0.001,0,0.299,Medium
2022-04-18,09,0,0,0.41,High
2022-04-18,10,0,0,0.473,High
2022-04-18,11,0.374,0,0.801,High
2022-04-18,12,0.772,0,1.191,Low
2022-04-18,13,0,0,0.566,High
2022-04-18,14,0,0,0.519,High
2022-04-18,15,0,0,0.715,Medium
2022-04-18,16,0.003,0,0.679,Medium
2022-04-18,17,0.063,0,0.487,Medium
2022-04-18,18,0.382,0,0.179,None
2022-04-18,19,0.46,0,0.063,None
2022-04-18,20,1.75,0,0,None
2022-04-18,21,0.658,0,0,None
2022-04-18,22,0,0.719,0,None
2022-04-18,23,0,0.676,0,None
2022-04-19,00,0,0.571,0,None
2022-04-19,01,0,0.442,0,None
2022-04-19,02,0,0.451,0,None
2022-04-19,03,0,0.398,0,None
2022-04-19,04,0,0.358,0,None
2022-04-19,05,0,0.334,0,None
2022-04-19,06,0,0.346,0,None
2022-04-19,07,0,0.927,0.102,None
2022-04-19,08,0.223,0,0.301,Medium
2022-04-19,09,0,0,0.271,High
2022-04-19,10,0,0,0.273,Very High
2022-04-19,11,0,0,0.265,High
2022-04-19,12,0,0,0.258,High
2022-04-19,13,0,0,0.266,High
2022-04-19,14,0,0,0.617,High
2022-04-19,15,0.016,0,0.403,Medium
2022-04-19,16,0.087,0,0.341,Low
2022-04-19,17,0.082,0,0.339,Medium
2022-04-19,18,0.79,0,0.144,None
2022-04-19,19,0.788,0,0.019,None
2022-04-19,20,0.774,0,0,None
2022-04-19,21,0.387,0,0,None
2022-04-19,22,0,0.578,0,None
2022-04-19,23,0,0.506,0,None
2022-04-20,00,0,0.588,0,None
2022-04-20,01,0,0.694,0,None
2022-04-20,02,0,0.55,0,None
2022-04-20,03,0,0.478,0,None
2022-04-20,04,0,0.292,0,None
2022-04-20,05,0,0.276,0,None
2022-04-20,06,0,0.263,0,None
2022-04-20,07,0,1.048,0.098,None
2022-04-20,08,0.044,0,0.271,Medium
2022-04-20,09,0,0,0.259,High
2022-04-20,10,0,0,0.52,High
2022-04-20,11,0,0,0.283,Very High
2022-04-20,12,0,0,0.276,Very High
2022-04-20,13,0,0,0.276,Very High
2022-04-20,14,0,0,0.26,Very High
2022-04-20,15,0,0,0.26,Very High
2022-04-20,16,0,0,0.272,High
2022-04-20,17,0,0,0.266,Medium
2022-04-20,18,0.139,0,0.167,Low
2022-04-20,19,0.309,0,0.025,None
2022-04-20,20,0.688,0,0,None
2022-04-20,21,0.437,0,0,None
2022-04-20,22,0,0.406,0,None
2022-04-20,23,0,0.346,0,None
2022-04-21,00,0,0.343,0,None
2022-04-21,01,0,0.312,0,None
2022-04-21,02,0,0.307,0,None
2022-04-21,03,0,0.299,0,None
2022-04-21,04,0,0.297,0,None
2022-04-21,05,0,0.279,0,None
2022-04-21,06,0,0.316,0,None
2022-04-21,07,0,1.029,0.015,None
2022-04-21,08,0.198,0,0.103,None
2022-04-21,09,0.013,0,0.249,Medium
2022-04-21,10,0,0,0.244,Medium
2022-04-21,11,0,0,0.249,Medium
2022-04-21,12,0,0,0.276,High
2022-04-21,13,0,0,0.268,High
2022-04-21,14,0.02,0,0.244,Medium
2022-04-21,15,0,0,0.266,High
2022-04-21,16,0.145,0,0.287,None
2022-04-21,17,0.019,0,0.235,Medium
2022-04-21,18,0.222,0,0.073,None
2022-04-21,19,0.775,0,0.002,None
2022-04-21,20,0.406,0,0,None
2022-04-21,21,0.334,0,0,None
2022-04-21,22,0,0.446,0,None
2022-04-21,23,0,1.154,0,None
2022-04-22,00,0,0.462,0,None
2022-04-22,01,0,0.853,0,None
2022-04-22,02,0,0.273,0,None
2022-04-22,03,0,0.262,0,None
2022-04-22,04,0,0.269,0,None
2022-04-22,05,0,0.27,0,None
2022-04-22,06,0,0.267,0,None
2022-04-22,07,0,1.215,0.049,None
2022-04-22,08,0.183,0,0.167,None
2022-04-22,09,0.031,0,0.233,Medium
2022-04-22,10,0,0,0.26,Medium
2022-04-22,11,0.015,0,0.249,High
2022-04-22,12,0,0,0.264,Very High
2022-04-22,13,0,0,0.248,High
2022-04-22,14,0,0,0.288,High
2022-04-22,15,0.029,0,0.285,Medium
2022-04-22,16,0.167,0,0.163,None
2022-04-22,17,0.204,0,0.086,None
2022-04-22,18,0.468,0,0.03,None
2022-04-22,19,0.51,0,0.006,None
2022-04-22,20,0.57,0,0,None
2022-04-22,21,0.384,0,0,None
2022-04-22,22,0,0.672,0,None
2022-04-22,23,0,0.627,0,None
2022-04-23,00,0,2.667,0,None
2022-04-23,01,0,0.529,0,None
2022-04-23,02,0,0.485,0,None
2022-04-23,03,0,0.33,0,None
2022-04-23,04,0,0.305,0,None
2022-04-23,05,0,0.57,0,None
2022-04-23,06,0,0.76,0,None
2022-04-23,07,0,0.299,0.026,None
2022-04-23,08,0.129,0,0.204,Low
2022-04-23,09,0.037,0,0.44,Medium
2022-04-23,10,0.01,0,0.353,Medium
2022-04-23,11,0.08,0,0.295,Medium
2022-04-23,12,0.083,0,0.344,Medium
2022-04-23,13,0.37,0,0.884,Medium
2022-04-23,14,0,0,0.598,High
2022-04-23,15,0,0,0.528,High
2022-04-23,16,0,0,0.486,Medium
2022-04-23,17,0,0,0.33,Medium
2022-04-23,18,0.208,0,0.172,Low
2022-04-23,19,0.626,0,0.049,None
2022-04-23,20,0.564,0,0.001,None
2022-04-23,21,0.498,0,0,None
2022-04-23,22,0,0.495,0,None
2022-04-23,23,0,1.464,0,None
2022-04-24,00,0,0.391,0,None
2022-04-24,01,0,0.324,0,None
2022-04-24,02,0,0.334,0,None
2022-04-24,03,0,0.338,0,None
2022-04-24,04,0,0.372,0,None
2022-04-24,05,0,0.328,0,None
2022-04-24,06,0,1.593,0,None
2022-04-24,07,0,0.322,0.004,None
2022-04-24,08,0.324,0,0.032,None
2022-04-24,09,0.624,0,0.058,None
2022-04-24,10,0.365,0,0.124,None
2022-04-24,11,0.403,0,0.389,None
2022-04-24,12,1.801,0,0.278,None
2022-04-24,13,1.261,0,0.624,None
2022-04-24,14,0.572,0,0.37,None
2022-04-24,15,0.21,0,0.274,None
2022-04-24,16,0.258,0,0.63,Medium
2022-04-24,17,0.19,0,0.31,Low
2022-04-24,18,0.335,0,0.153,None
2022-04-24,19,0.55,0,0.039,None
2022-04-24,20,0.859,0,0,None
2022-04-24,21,0.627,0,0,None
2022-04-24,22,0,0.575,0,None
2022-04-24,23,0,0.538,0,None
2022-04-25,00,0,0.531,0,None
2022-04-25,01,0,0.552,0,None
2022-04-25,02,0,0.404,0,None
2022-04-25,03,0,0.313,0,None
2022-04-25,04,0,0.417,0,None
2022-04-25,05,0,0.369,0,None
2022-04-25,06,0,0.359,0.001,None
2022-04-25,07,0,0.219,0.106,None
2022-04-25,08,0.034,0,0.348,Medium
2022-04-25,09,0,0,0.329,Medium
2022-04-25,10,0,0,0.327,Very High
2022-04-25,11,1.043,0,0.771,Medium
2022-04-25,12,1.405,0,0.755,None
2022-04-25,13,0.159,0,0.635,Medium
2022-04-25,14,0,0,0.387,Medium
2022-04-25,15,0,0,0.465,High
2022-04-25,16,0.076,0,0.643,Medium
2022-04-25,17,0.52,0,0.456,Medium
2022-04-25,18,0.307,0,0.241,None
2022-04-25,19,2.108,0,0.053,None
2022-04-25,20,0.807,0,0.001,None
2022-04-25,21,1.278,0,0,None
2022-04-25,22,0,0.868,0,None
2022-04-25,23,0,1.373,0,None
2022-04-26,00,0,1.032,0,None
2022-04-26,01,0,1.48,0,None
2022-04-26,02,0,0.576,0,None
2022-04-26,03,0,0.442,0,None
2022-04-26,04,0,0.379,0,None
2022-04-26,05,0,0.333,0,None
2022-04-26,06,0,1.067,0,None
2022-04-26,07,0,0.649,0.013,None
2022-04-26,08,0.17,0,0.144,None
2022-04-26,09,0.003,0,0.312,Medium
2022-04-26,10,0.02,0,0.301,Low
2022-04-26,11,0.095,0,0.23,Low
2022-04-26,12,0,0,0.328,High
2022-04-26,13,0.011,0,0.302,Medium
2022-04-26,14,0,0,0.322,High
2022-04-26,15,0.151,0,0.551,High
2022-04-26,16,0,0,0.333,High
2022-04-26,17,0.008,0,0.317,Medium
2022-04-26,18,0.134,0,0.191,None
2022-04-26,19,0.625,0,0.035,None
2022-04-26,20,0.788,0,0,None
2022-04-26,21,0.896,0,0,None
2022-04-26,22,0,0.593,0,None
2022-04-26,23,0,0.391,0,None
2022-04-27,00,0,0.49,0,None
2022-04-27,01,0,0.435,0,None
2022-04-27,02,0,0.338,0,None
2022-04-27,03,0,0.326,0,None
2022-04-27,04,0,0.323,0,None
2022-04-27,05,0,0.335,0,None
2022-04-27,06,0,0.369,0.008,None
2022-04-27,07,0,1.21,0.209,None
2022-04-27,08,0.132,0,0.295,Low
2022-04-27,09,0.396,0,0.397,Medium
2022-04-27,10,0.13,0,0.179,Medium
2022-04-27,11,0.019,0,0.294,Medium
2022-04-27,12,0,0,0.323,High
2022-04-27,13,0.005,0,0.321,Medium
2022-04-27,14,0,0,0.334,Very High
2022-04-27,15,0,0,0.336,High
2022-04-27,16,0,0,0.319,High
2022-04-27,17,0,0,0.313,Medium
2022-04-27,18,0.094,0,0.221,Low
2022-04-27,19,0.335,0,0.034,None
2022-04-27,20,0.324,0,0.001,None
2022-04-27,21,1.601,0,0,None
2022-04-27,22,0,0.532,0,None
2022-04-27,23,0,0.515,0,None
2022-04-28,00,0,0.404,0,None
2022-04-28,01,0,0.316,0,None
2022-04-28,02,0,0.314,0,None
2022-04-28,03,0,0.324,0,None
2022-04-28,04,0,0.345,0,None
2022-04-28,05,0,0.324,0,None
2022-04-28,06,0,0.322,0,None
2022-04-28,07,0,1.224,0.055,None
2022-04-28,08,0.221,0,0.234,None
2022-04-28,09,0,0,0.325,High
2022-04-28,10,0,0,0.327,Very High
2022-04-28,11,0,0,0.326,Very High
2022-04-28,12,0,0,0.329,Very High
2022-04-28,13,0,0,0.328,Very High
2022-04-28,14,0,0,0.347,Very High
2022-04-28,15,0,0,0.383,Very High
2022-04-28,16,0.326,0,0.749,Medium
2022-04-28,17,0,0,0.323,Medium
2022-04-28,18,0.462,0,0.203,Low
2022-04-28,19,1.153,0,0.031,None
2022-04-28,20,1.401,0,0.001,None
2022-04-28,21,0.684,0,0,None
2022-04-28,22,0,0.686,0,None
2022-04-28,23,0,0.576,0,None
2022-04-29,00,0,0.554,0,None
2022-04-29,01,0,0.455,0,None
2022-04-29,02,0,0.539,0,None
2022-04-29,03,0,0.473,0,None
2022-04-29,04,0,0.385,0,None
2022-04-29,05,0,0.342,0,None
2022-04-29,06,0,0.331,0.002,None
2022-04-29,07,0,0.863,0.115,None
2022-04-29,08,0.113,0,0.339,Medium
2022-04-29,09,0,0,0.378,High
2022-04-29,10,0,0,0.384,High
2022-04-29,11,0.312,0,0.956,Medium
2022-04-29,12,0.193,0,0.634,High
2022-04-29,13,0,0,0.4,Very High
2022-04-29,14,0,0,0.46,Very High
2022-04-29,15,0,0,0.417,High
2022-04-29,16,0,0,0.392,High
2022-04-29,17,0.023,0,0.384,Medium
2022-04-29,18,0.46,0,0.215,None
2022-04-29,19,0.487,0,0.057,None
2022-04-29,20,1.336,0,0.002,None
2022-04-29,21,0.706,0,0,None
2022-04-29,22,0,0.819,0,None
2022-04-29,23,0,0.579,0,None
2022-04-30,00,0,0.323,0,None
2022-04-30,01,0,0.318,0,None
2022-04-30,02,0,0.315,0,None
2022-04-30,03,0,0.322,0,None
2022-04-30,04,0,0.323,0,None
2022-04-30,05,0,0.333,0,None
2022-04-30,06,0,0.321,0.002,None
2022-04-30,07,0,0.214,0.107,None
2022-04-30,08,0.022,0,0.382,Low
2022-04-30,09,0.18,0,0.649,Medium
2022-04-30,10,0,0,0.465,High
2022-04-30,11,0.111,0,0.923,Medium
2022-04-30,12,0.157,0,0.758,High
2022-04-30,13,0,0,0.389,Very High
2022-04-30,14,0,0,0.398,Very High
2022-04-30,15,0,0,0.445,High
2022-04-30,16,0,0,0.432,High
2022-04-30,17,0.019,0,0.44,Medium
2022-04-30,18,0.275,0,0.219,None
2022-04-30,19,0.496,0,0.04,None
2022-04-30,20,0.592,0,0.001,None
2022-04-30,21,0.582,0,0,None
2022-04-30,22,0,0.463,0,None
2022-04-30,23,0,0.496,0,None
2022-05-01,00,0,0.494,0,None
2022-05-01,01,0,0.493,0,None
2022-05-01,02,0,0.515,0,None
2022-05-01,03,0,0.511,0,None
2022-05-01,04,0,0.571,0,None
2022-05-01,05,0,0.33,0,None
2022-05-01,06,0,0.327,0,None
2022-05-01,07,0,0.298,0.021,None
2022-05-01,08,0.235,0,0.088,None
2022-05-01,09,0.196,0,0.181,None
2022-05-01,10,0.017,0,0.309,Medium
2022-05-01,11,0,0,0.379,Medium
2022-05-01,12,0.018,0,0.541,Medium
2022-05-01,13,0,0,0.368,High
2022-05-01,14,0,0,0.432,High
2022-05-01,15,0,0,0.411,High
2022-05-01,16,0.103,0,0.596,Medium
2022-05-01,17,0.018,0,0.373,Medium
2022-05-01,18,0.985,0,0.159,None
2022-05-01,19,0.597,0,0.062,None
2022-05-01,20,0.479,0,0.001,None
2022-05-01,21,0.421,0,0,None
2022-05-01,22,0,0.434,0,None
2022-05-01,23,0,0.355,0,None
2022-05-02,00,0,0.382,0,None
2022-05-02,01,0,0.364,0,None
2022-05-02,02,0,0.348,0,None
2022-05-02,03,0,0.301,0,None
2022-05-02,04,0,0.28,0,None
2022-05-02,05,0,0.363,0,None
2022-05-02,06,0,0.271,0.006,None
2022-05-02,07,0,0.234,0.15,None
2022-05-02,08,0,0,0.288,Medium
2022-05-02,09,0,0,0.27,High
2022-05-02,10,0,0,0.273,Very High
2022-05-02,11,0,0,0.277,Very High
2022-05-02,12,0,0,0.321,Very High
2022-05-02,13,0,0,0.274,Very High
2022-05-02,14,0,0,0.273,Very High
2022-05-02,15,0,0,0.363,Very High
2022-05-02,16,0.015,0,0.484,Medium
2022-05-02,17,0.075,0,0.322,Medium
2022-05-02,18,0.116,0,0.198,Low
2022-05-02,19,1.444,0,0.051,None
2022-05-02,20,1.056,0,0.001,None
2022-05-02,21,0.872,0,0,None
2022-05-02,22,0,0.424,0,None
2022-05-02,23,0,0.339,0,None
2022-05-03,00,0,0.285,0,None
2022-05-03,01,0,0.259,0,None
2022-05-03,02,0,0.263,0,None
2022-05-03,03,0,0.288,0,None
2022-05-03,04,0,0.346,0,None
2022-05-03,05,0,0.278,0,None
2022-05-03,06,0,0.262,0.003,None
2022-05-03,07,0,0.236,0.146,None
2022-05-03,08,0,0,0.274,Medium
2022-05-03,09,0,0,0.265,High
2022-05-03,10,0,0,0.265,Very High
2022-05-03,11,0,0,0.266,Very High
2022-05-03,12,0,0,0.268,Very High
2022-05-03,13,0,0,0.265,Very High
2022-05-03,14,0,0,0.358,Very High
2022-05-03,15,0,0,0.655,High
2022-05-03,16,0,0,0.27,High
2022-05-03,17,0.067,0,0.199,Medium
2022-05-03,18,0.302,0,0.155,Low
2022-05-03,19,0.806,0,0.061,None
2022-05-03,20,1.048,0,0.004,None
2022-05-03,21,0.712,0,0,None
2022-05-03,22,0,0.417,0,None
2022-05-03,23,0,0.401,0,None
2022-05-04,00,0,0.419,0,None
2022-05-04,01,0,0.356,0,None
2022-05-04,02,0,0.367,0,None
2022-05-04,03,0,0.371,0,None
2022-05-04,04,0,0.381,0,None
2022-05-04,05,0,0.297,0,None
2022-05-04,06,0,0.262,0.003,None
2022-05-04,07,0,0.233,0.151,None
2022-05-04,08,0.046,0,0.297,Medium
2022-05-04,09,0,0,0.265,High
2022-05-04,10,0,0,0.274,Very High
2022-05-04,11,0,0,0.271,Very High
2022-05-04,12,0,0,0.283,Very High
2022-05-04,13,0,0,0.272,Very High
2022-05-04,14,0,0,0.382,Very High
2022-05-04,15,0.043,0,0.602,High
2022-05-04,16,0,0,0.384,High
2022-05-04,17,0,0,0.284,Medium
2022-05-04,18,0.15,0,0.208,Low
2022-05-04,19,1.588,0,0.04,None
2022-05-04,20,0.737,0,0.002,None
2022-05-04,21,0.352,0,0,None
2022-05-04,22,0,0.349,0,None
2022-05-04,23,0,0.263,0,None
2022-05-05,00,0,0.294,0,None
2022-05-05,01,0,0.309,0,None
2022-05-05,02,0,0.302,0,None
2022-05-05,03,0,0.299,0,None
2022-05-05,04,0,0.295,0,None
2022-05-05,05,0,0.301,0,None
2022-05-05,06,0,0.251,0.003,None
2022-05-05,07,0,0.192,0.154,None
2022-05-05,08,0.004,0,0.277,Medium
2022-05-05,09,0,0,0.262,High
2022-05-05,10,0,0,0.274,Very High
2022-05-05,11,0,0,0.28,Very High
2022-05-05,12,0,0,0.28,Very High
2022-05-05,13,0,0,0.279,Very High
2022-05-05,14,0,0,0.279,Very High
2022-05-05,15,0,0,0.282,Very High
2022-05-05,16,0.163,0,0.772,Medium
2022-05-05,17,0,0,0.368,Medium
2022-05-05,18,0.537,0,0.216,Low
2022-05-05,19,0.949,0,0.038,None
2022-05-05,20,0.883,0,0.002,None
2022-05-05,21,0.62,0,0,None
2022-05-05,22,0,0.753,0,None
2022-05-05,23,0,0.492,0,None
2022-05-06,00,0,0.663,0,None
2022-05-06,01,0,0.444,0,None
2022-05-06,02,0,0.495,0,None
2022-05-06,03,0,0.515,0,None
2022-05-06,04,0,0.273,0,None
2022-05-06,05,0,0.262,0,None
2022-05-06,06,0,0.255,0.004,None
2022-05-06,07,0,0.3,0.162,None
2022-05-06,08,0.009,0,0.3,Medium
2022-05-06,09,0,0,0.273,High
2022-05-06,10,0,0,0.276,Very High
2022-05-06,11,0,0,0.277,Very High
2022-05-06,12,0,0,0.59,High
2022-05-06,13,0,0,0.283,Very High
2022-05-06,14,0,0,0.283,Very High
2022-05-06,15,0,0,0.283,Very High
2022-05-06,16,0,0,0.278,High
2022-05-06,17,0,0,0.266,High
2022-05-06,18,0.151,0,0.193,Low
2022-05-06,19,0.724,0,0.038,None
2022-05-06,20,0.592,0,0.003,None
2022-05-06,21,0.635,0,0,None
2022-05-06,22,0,0.568,0,None
