Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant
2021-11-01,14,0.307,0.0,0.235,Low,1635775200,2021-11-01 14:00:00+00:00,local,16.86,16.3,16.68,18.43,1017,,,65,2.95,,64,broken clouds,355.0,203.0,152.0,391.8,719.8,332.1,189.9,142.2,391.8,673.4
2021-11-01,15,0.452,0.0,0.134,None,1635778800,2021-11-01 15:00:00+00:00,local,15.82,15.18,14.23,17.88,1017,,,66,3.04,,51,broken clouds,322.0,207.0,115.0,474.4,606.1,281.3,180.8,100.5,474.4,529.6
2021-11-01,16,0.509,0.0,0.049,None,1635782400,2021-11-01 16:00:00+00:00,local,15.81,15.38,14.79,17.32,1017,,,74,2.92,,53,broken clouds,187.0,100.0,87.0,319.1,435.4,143.4,76.7,66.7,319.1,333.8
2021-11-01,17,0.545,0.0,0.0,None,1635786000,2021-11-01 17:00:00+00:00,local,14.74,14.33,14.23,17.32,1017,,,79,1.85,,65,broken clouds,80.0,34.0,46.0,214.9,219.0,36.3,15.4,20.9,177.0,99.4
2021-11-01,18,0.454,0.0,0.0,None,1635789600,2021-11-01 18:00:00+00:00,local,14.2,13.84,13.12,16.21,1017,,,83,1.75,,96,overcast clouds,6.0,1.0,5.0,13.9,39.8,0.0,0.0,0.0,0.0,0.0
2021-11-01,19,0.443,0.0,0.0,None,1635793200,2021-11-01 19:00:00+00:00,local,14.15,13.87,12.57,15.72,1018,,,86,1.86,,99,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,20,0.92,0.0,0.0,None,1635796800,2021-11-01 20:00:00+00:00,local,13.65,13.39,12.57,15.72,1018,,,89,1.85,,96,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,21,0.539,0.0,0.0,None,1635800400,2021-11-01 21:00:00+00:00,local,13.13,12.85,12.57,15.72,1018,,,90,1.76,,99,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,22,0.418,0.0,0.0,None,1635804000,2021-11-01 22:00:00+00:00,local,13.13,12.85,12.57,15.72,1018,,,90,1.63,,100,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,23,0.486,0.0,0.0,None,1635807600,2021-11-01 23:00:00+00:00,local,13.08,12.77,12.57,14.72,1017,,,89,1.57,,100,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,0,0.514,0.0,0.0,None,1635811200,2021-11-02 00:00:00+00:00,local,13.0,12.68,12.57,13.99,1017,,,89,1.53,,100,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,1,0.544,0.0,0.0,None,1635814800,2021-11-02 01:00:00+00:00,local,13.04,12.72,12.57,14.72,1017,,,89,1.66,,100,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,2,0.268,0.0,0.0,None,1635818400,2021-11-02 02:00:00+00:00,local,12.52,12.23,12.37,14.72,1016,,,92,1.62,,100,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,3,0.254,0.0,0.0,None,1635822000,2021-11-02 03:00:00+00:00,local,12.39,12.11,12.37,12.79,1015,,,93,1.79,,99,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,4,0.253,0.0,0.0,None,1635825600,2021-11-02 04:00:00+00:00,local,12.4,12.12,12.23,13.43,1015,,,93,2.39,0.13,99,light rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,5,0.254,0.0,0.0,None,1635829200,2021-11-02 05:00:00+00:00,local,12.93,12.71,12.57,12.93,1015,,,93,3.07,0.48,100,light rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,6,0.253,0.0,0.0,None,1635832800,2021-11-02 06:00:00+00:00,local,12.93,12.71,12.57,12.93,1015,,,93,4.0,0.16,98,light rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,7,0.276,0.0,0.01,None,1635836400,2021-11-02 07:00:00+00:00,local,12.93,12.71,12.57,13.44,1014,,,93,3.84,0.64,98,light rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,8,0.412,0.0,0.088,None,1635840000,2021-11-02 08:00:00+00:00,local,12.93,12.73,12.79,13.44,1014,,,94,3.57,0.39,96,light rain,5.0,0.0,5.0,0.0,90.7,11.0,0.0,11.0,0.0,198.8
2021-11-02,9,0.312,0.0,0.214,Low,1635843600,2021-11-02 09:00:00+00:00,local,13.55,13.42,13.12,14.72,1014,,,94,3.83,0.46,99,light rain,27.0,0.0,27.0,0.0,311.4,36.2,0.0,36.2,0.0,418.1
2021-11-02,10,0.53,0.0,0.146,None,1635847200,2021-11-02 10:00:00+00:00,local,13.65,13.5,13.48,15.72,1014,,,93,4.69,0.85,88,light rain,128.0,46.0,82.0,125.5,509.5,148.9,53.5,95.4,125.5,592.7
2021-11-02,11,0.121,0.0,0.256,Medium,1635850800,2021-11-02 11:00:00+00:00,local,14.16,14.06,13.34,15.72,1014,,,93,4.64,0.73,84,light rain,95.0,7.0,88.0,14.8,656.8,102.8,7.6,95.2,14.8,710.8
2021-11-02,12,0.194,0.0,0.289,Medium,1635854400,2021-11-02 12:00:00+00:00,local,14.19,14.12,14.04,16.21,1013,,,94,5.22,1.51,72,moderate rain,134.0,0.0,134.0,0.0,743.1,137.8,0.0,137.8,0.0,764.3
2021-11-02,13,0.177,0.0,0.242,Low,1635858000,2021-11-02 13:00:00+00:00,local,14.08,14.0,13.9,14.72,1012,,,94,5.61,1.01,78,moderate rain,206.0,26.0,180.0,47.4,762.5,202.5,25.6,176.9,47.4,749.6
2021-11-02,14,0.136,0.0,0.176,Low,1635861600,2021-11-02 14:00:00+00:00,local,14.1,13.99,13.34,15.1,1011,,,93,5.19,1.98,97,moderate rain,264.0,127.0,137.0,247.2,713.9,246.9,118.8,128.1,247.2,667.5
2021-11-02,15,0.299,0.0,0.164,Low,1635865200,2021-11-02 15:00:00+00:00,local,14.67,14.62,13.68,15.72,1011,,,93,4.5,1.41,100,moderate rain,203.0,85.0,118.0,196.8,600.4,177.1,74.2,103.0,196.8,523.8
2021-11-02,16,0.508,0.0,0.068,None,1635868800,2021-11-02 16:00:00+00:00,local,14.12,14.02,13.12,15.66,1010,,,93,3.95,0.88,98,light rain,178.0,83.0,95.0,268.4,429.7,136.0,63.4,72.6,268.4,328.2
2021-11-02,17,0.457,0.0,0.001,None,1635872400,2021-11-02 17:00:00+00:00,local,13.01,12.74,12.01,14.54,1010,,,91,3.86,0.18,97,light rain,40.0,11.0,29.0,70.5,213.6,17.6,4.8,12.8,55.6,94.0
2021-11-02,18,0.966,0.0,0.0,None,1635876000,2021-11-02 18:00:00+00:00,local,12.38,12.08,12.23,12.88,1011,,,92,4.12,0.17,97,light rain,2.0,0.0,2.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0
2021-11-02,19,1.137,0.0,0.0,None,1635879600,2021-11-02 19:00:00+00:00,local,11.93,11.61,10.34,13.72,1011,,,93,3.46,0.57,82,light rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,20,0.77,0.0,0.0,None,1635883200,2021-11-02 20:00:00+00:00,local,11.82,11.49,11.68,12.33,1012,,,93,2.59,0.13,50,light rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,21,0.453,0.0,0.0,None,1635886800,2021-11-02 21:00:00+00:00,local,11.28,10.89,11.12,11.78,1012,,,93,1.81,,40,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,22,0.395,0.0,0.0,None,1635890400,2021-11-02 22:00:00+00:00,local,10.71,10.26,10.57,11.78,1012,,,93,1.92,,49,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,23,0.393,0.0,0.0,None,1635894000,2021-11-02 23:00:00+00:00,local,9.71,8.97,9.23,11.78,1012,,,92,1.86,,57,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,0,0.248,0.0,0.0,None,1635897600,2021-11-03 00:00:00+00:00,local,9.17,8.88,8.68,10.72,1012,,,91,1.34,,66,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,1,0.247,0.0,0.0,None,1635901200,2021-11-03 01:00:00+00:00,local,8.54,8.54,8.48,10.1,1012,,,92,0.98,,45,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,2,0.249,0.0,0.0,None,1635904800,2021-11-03 02:00:00+00:00,local,8.54,8.54,7.57,10.1,1012,,,93,0.79,,40,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,3,0.26,0.0,0.0,None,1635908400,2021-11-03 03:00:00+00:00,local,8.02,7.48,7.57,9.54,1012,,,94,1.42,,28,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,4,0.258,0.0,0.0,None,1635912000,2021-11-03 04:00:00+00:00,local,8.0,6.81,7.01,9.45,1012,,,94,2.06,,30,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,5,0.258,0.0,0.0,None,1635915600,2021-11-03 05:00:00+00:00,local,7.95,6.98,7.01,8.99,1012,,,94,1.81,,33,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,6,0.341,0.0,0.0,None,1635919200,2021-11-03 06:00:00+00:00,local,7.36,7.36,6.72,7.88,1013,,,94,1.0,,21,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,7,0.62,0.0,0.013,None,1635922800,2021-11-03 07:00:00+00:00,local,7.48,7.48,7.01,9.0,1013,,,94,0.53,,17,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,8,0.608,0.0,0.123,None,1635926400,2021-11-03 08:00:00+00:00,local,7.46,7.46,7.37,9.0,1014,,,94,0.54,,36,scattered clouds,29.0,11.0,18.0,103.6,88.0,63.7,24.2,39.6,173.8,193.4
2021-11-03,9,0.014,0.0,0.241,Medium,1635930000,2021-11-03 09:00:00+00:00,local,9.69,9.69,8.12,11.72,1015,,,93,1.1,,64,broken clouds,156.0,93.0,63.0,422.5,306.0,210.3,125.4,84.9,422.5,412.5
2021-11-03,10,0.0,0.0,0.264,High,1635933600,2021-11-03 10:00:00+00:00,local,10.81,10.24,9.23,14.0,1015,,,88,1.37,,61,broken clouds,281.0,184.0,97.0,507.6,503.9,327.3,214.3,113.0,507.6,587.0
2021-11-03,11,0.0,0.0,0.27,Very High,1635937200,2021-11-03 11:00:00+00:00,local,11.43,10.87,11.26,13.99,1015,,,86,2.19,,91,overcast clouds,343.0,212.0,131.0,452.8,651.0,371.5,229.6,141.9,452.8,705.0
2021-11-03,12,0.033,0.0,0.33,Very High,1635940800,2021-11-03 12:00:00+00:00,local,12.98,12.42,12.01,14.0,1015,,,80,3.24,,99,overcast clouds,382.0,220.0,162.0,414.9,737.3,393.0,226.3,166.7,414.9,758.5
2021-11-03,13,0.009,0.0,0.399,Very High,1635944400,2021-11-03 13:00:00+00:00,local,12.99,12.33,12.93,14.55,1014,,,76,3.66,,100,overcast clouds,440.0,305.0,135.0,560.4,756.7,432.5,299.8,132.7,560.4,743.8
2021-11-03,14,0.103,0.0,0.294,Medium,1635948000,2021-11-03 14:00:00+00:00,local,13.05,12.37,12.57,15.1,1014,,,75,3.58,,87,overcast clouds,427.0,319.0,108.0,626.4,708.1,399.1,298.1,100.9,626.4,661.8
2021-11-03,15,0.075,0.0,0.173,Medium,1635951600,2021-11-03 15:00:00+00:00,local,12.53,11.9,12.37,15.1,1014,,,79,3.72,,47,scattered clouds,348.0,238.0,110.0,556.5,594.7,303.3,207.4,95.9,556.5,518.2
2021-11-03,16,0.209,0.0,0.037,None,1635955200,2021-11-03 16:00:00+00:00,local,13.5,12.84,13.44,14.54,1014,,,74,3.35,,44,scattered clouds,228.0,157.0,71.0,514.6,424.2,173.5,119.5,54.0,514.6,322.8
2021-11-03,17,0.255,0.0,0.0,None,1635958800,2021-11-03 17:00:00+00:00,local,10.92,10.29,10.7,13.99,1014,,,85,2.2,,32,scattered clouds,100.0,59.0,41.0,383.0,208.3,42.7,25.2,17.5,288.8,88.9
2021-11-03,18,0.403,0.0,0.0,None,1635962400,2021-11-03 18:00:00+00:00,local,10.3,9.63,9.79,12.32,1015,,,86,2.28,,32,scattered clouds,5.0,2.0,3.0,29.3,34.5,0.0,0.0,0.0,0.0,0.0
2021-11-03,19,0.506,0.0,0.0,None,1635966000,2021-11-03 19:00:00+00:00,local,10.24,9.54,9.23,11.78,1015,,,85,2.11,,33,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,20,0.324,0.0,0.0,None,1635969600,2021-11-03 20:00:00+00:00,local,9.16,8.38,8.68,11.22,1016,,,89,1.81,,28,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,21,0.459,0.0,0.0,None,1635973200,2021-11-03 21:00:00+00:00,local,9.08,8.55,7.57,11.22,1016,,,88,1.55,,18,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,22,0.51,0.0,0.0,None,1635976800,2021-11-03 22:00:00+00:00,local,8.55,8.55,6.45,11.22,1016,,,90,1.05,,15,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,23,0.366,0.0,0.0,None,1635980400,2021-11-03 23:00:00+00:00,local,8.03,8.03,5.9,10.67,1016,,,91,1.25,,26,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,0,0.27,0.0,0.0,None,1635984000,2021-11-04 00:00:00+00:00,local,7.96,7.96,5.34,10.67,1016,,,91,0.77,,54,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,1,0.255,0.0,0.0,None,1635987600,2021-11-04 01:00:00+00:00,local,7.87,7.87,5.9,7.93,1016,,,92,0.66,,78,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,2,0.255,0.0,0.0,None,1635991200,2021-11-04 02:00:00+00:00,local,7.35,7.35,6.72,7.37,1016,,,92,0.9,,72,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,3,0.252,0.0,0.0,None,1635994800,2021-11-04 03:00:00+00:00,local,7.82,7.16,5.72,7.93,1016,,,91,1.5,,53,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,4,0.239,0.0,0.0,None,1635998400,2021-11-04 04:00:00+00:00,local,6.81,5.66,5.9,6.82,1016,,,91,1.81,,50,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,5,0.319,0.0,0.0,None,1636002000,2021-11-04 05:00:00+00:00,local,6.77,5.4,5.72,6.82,1016,,,92,2.03,,49,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,6,0.307,0.0,0.0,None,1636005600,2021-11-04 06:00:00+00:00,local,6.77,5.33,5.72,6.82,1017,,,91,2.11,,36,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,7,0.814,0.0,0.064,None,1636009200,2021-11-04 07:00:00+00:00,local,6.72,5.26,4.72,6.82,1018,,,91,2.12,,2,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,8,0.024,0.0,0.291,Medium,1636012800,2021-11-04 08:00:00+00:00,local,8.3,6.99,4.72,8.48,1018,,,87,2.26,,1,sky is clear,31.0,16.0,15.0,153.6,85.3,68.4,35.3,33.1,260.9,188.2
2021-11-04,9,0.0,0.0,0.278,High,1636016400,2021-11-04 09:00:00+00:00,local,10.01,9.18,7.23,10.15,1019,,,81,1.9,,2,sky is clear,175.0,121.0,54.0,559.9,300.6,237.0,163.8,73.1,559.9,407.1
2021-11-04,10,0.0,0.0,0.279,Very High,1636020000,2021-11-04 10:00:00+00:00,local,11.67,10.85,8.9,11.82,1020,,,75,2.25,,1,sky is clear,335.0,267.0,68.0,745.2,498.4,390.8,311.5,79.3,745.2,581.4
2021-11-04,11,0.0,0.0,0.286,Very High,1636023600,2021-11-04 11:00:00+00:00,local,12.94,12.2,11.45,13.99,1020,,,73,2.75,,0,sky is clear,459.0,384.0,75.0,827.7,645.4,497.4,416.1,81.3,827.7,699.3
2021-11-04,12,0.001,0.0,0.281,Very High,1636027200,2021-11-04 12:00:00+00:00,local,13.5,12.76,13.12,14.55,1020,,,71,2.95,,1,sky is clear,533.0,457.0,76.0,869.1,731.5,548.5,470.3,78.2,869.1,752.8
2021-11-04,13,0.001,0.0,0.276,High,1636030800,2021-11-04 13:00:00+00:00,local,14.59,13.7,13.12,14.72,1020,,,61,3.71,,23,few clouds,541.0,454.0,87.0,841.0,751.0,531.7,446.2,85.5,841.0,738.0
2021-11-04,14,0.01,0.0,0.26,High,1636034400,2021-11-04 14:00:00+00:00,local,14.68,13.72,13.68,15.72,1020,,,58,4.22,,31,scattered clouds,453.0,340.0,113.0,673.4,702.4,423.2,317.6,105.6,673.4,656.2
2021-11-04,15,0.267,0.0,0.225,Medium,1636038000,2021-11-04 15:00:00+00:00,local,14.62,13.57,14.59,15.72,1020,,,55,4.17,,31,scattered clouds,336.0,232.0,104.0,547.8,589.2,292.4,201.9,90.5,547.8,512.8
2021-11-04,16,0.556,0.0,0.115,None,1636041600,2021-11-04 16:00:00+00:00,local,14.07,13.18,14.04,15.11,1020,,,63,3.73,,19,few clouds,246.0,179.0,67.0,594.5,418.9,186.5,135.7,50.8,594.5,317.6
2021-11-04,17,0.628,0.0,0.005,None,1636045200,2021-11-04 17:00:00+00:00,local,12.97,12.18,12.93,14.54,1021,,,71,2.94,,4,sky is clear,100.0,61.0,39.0,401.3,203.2,41.3,25.2,16.1,288.8,83.8
2021-11-04,18,0.509,0.0,0.0,None,1636048800,2021-11-04 18:00:00+00:00,local,11.86,11.01,11.82,12.88,1021,,,73,3.25,,0,sky is clear,5.0,1.0,4.0,15.1,32.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,19,1.11,0.0,0.0,None,1636052400,2021-11-04 19:00:00+00:00,local,10.71,9.79,10.7,11.78,1022,,,75,3.27,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,20,0.831,0.0,0.0,None,1636056000,2021-11-04 20:00:00+00:00,local,10.68,9.71,9.72,11.21,1023,,,73,3.44,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,21,0.537,0.0,0.0,None,1636059600,2021-11-04 21:00:00+00:00,local,9.6,7.8,9.59,10.67,1023,,,76,3.41,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,22,0.591,0.0,0.0,None,1636063200,2021-11-04 22:00:00+00:00,local,10.13,9.16,8.9,10.15,1024,,,75,3.2,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,23,0.334,0.0,0.0,None,1636066800,2021-11-04 23:00:00+00:00,local,9.56,7.99,8.72,9.59,1024,,,77,2.99,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,0,0.313,0.0,0.0,None,1636070400,2021-11-05 00:00:00+00:00,local,8.96,7.51,7.72,9.04,1024,,,76,2.61,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,1,0.26,0.0,0.0,None,1636074000,2021-11-05 01:00:00+00:00,local,8.38,6.82,6.72,8.68,1024,,,80,2.62,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,2,0.247,0.0,0.0,None,1636077600,2021-11-05 02:00:00+00:00,local,7.93,6.33,7.57,7.93,1025,,,82,2.55,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,3,0.247,0.0,0.0,None,1636081200,2021-11-05 03:00:00+00:00,local,8.31,6.78,5.72,8.48,1025,,,80,2.55,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,4,0.26,0.0,0.0,None,1636084800,2021-11-05 04:00:00+00:00,local,7.85,6.18,6.72,8.12,1025,,,80,2.63,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,5,0.257,0.0,0.0,None,1636088400,2021-11-05 05:00:00+00:00,local,7.27,5.62,5.72,7.57,1025,,,81,2.46,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,6,0.256,0.0,0.0,None,1636092000,2021-11-05 06:00:00+00:00,local,8.32,7.02,6.21,8.48,1026,,,78,2.26,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,7,0.635,0.0,0.061,None,1636095600,2021-11-05 07:00:00+00:00,local,8.21,7.05,4.72,8.48,1026,,,77,2.06,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,8,0.18,0.0,0.329,Medium,1636099200,2021-11-05 08:00:00+00:00,local,8.8,7.53,5.66,9.04,1027,,,74,2.32,,0,sky is clear,30.0,16.0,14.0,156.5,82.6,66.4,35.4,31.0,269.6,182.9
2021-11-05,9,0.317,0.0,0.452,High,1636102800,2021-11-05 09:00:00+00:00,local,11.59,10.53,7.72,11.82,1028,,,66,2.57,,0,sky is clear,174.0,125.0,49.0,589.2,295.2,236.7,170.0,66.6,589.2,401.6
2021-11-05,10,0.121,0.0,0.405,High,1636106400,2021-11-05 10:00:00+00:00,local,11.72,10.83,10.57,11.82,1028,,,72,3.09,,0,sky is clear,328.0,262.0,66.0,739.9,492.8,383.2,306.1,77.1,739.9,575.8
2021-11-05,11,0.137,0.0,0.533,High,1636110000,2021-11-05 11:00:00+00:00,local,13.43,12.5,12.01,13.48,1028,,,64,2.96,,1,sky is clear,450.0,376.0,74.0,818.1,639.7,487.9,407.7,80.2,818.1,693.6
2021-11-05,12,0.014,0.0,0.305,Very High,1636113600,2021-11-05 12:00:00+00:00,local,14.55,13.71,13.12,14.59,1028,,,63,2.98,,2,sky is clear,521.0,442.0,79.0,847.6,725.8,536.2,454.9,81.3,847.6,747.0
2021-11-05,13,0.0,0.0,0.274,Very High,1636117200,2021-11-05 13:00:00+00:00,local,15.75,14.92,13.12,17.88,1027,,,59,3.06,,1,sky is clear,534.0,454.0,80.0,847.9,745.3,524.8,446.1,78.6,847.9,732.4
2021-11-05,14,0.002,0.0,0.263,High,1636120800,2021-11-05 14:00:00+00:00,local,15.71,14.77,15.57,16.77,1027,,,55,3.4,,16,few clouds,419.0,289.0,130.0,577.3,696.8,391.2,269.9,121.4,577.3,650.6
2021-11-05,15,0.0,0.0,0.255,Medium,1636124400,2021-11-05 15:00:00+00:00,local,15.2,14.21,15.15,16.72,1026,,,55,3.91,,60,broken clouds,366.0,271.0,95.0,646.2,583.7,318.2,235.6,82.6,646.2,507.4
2021-11-05,16,0.179,0.0,0.079,Low,1636128000,2021-11-05 16:00:00+00:00,local,14.63,13.69,14.59,15.72,1026,,,59,3.23,,39,scattered clouds,248.0,181.0,67.0,609.1,413.6,187.3,136.7,50.6,609.1,312.4
2021-11-05,17,0.252,0.0,0.0,None,1636131600,2021-11-05 17:00:00+00:00,local,13.6,12.61,12.01,15.1,1026,,,61,3.0,,13,few clouds,95.0,55.0,40.0,366.6,198.1,37.8,21.9,15.9,251.4,78.9
2021-11-05,18,0.31,0.0,0.0,None,1636135200,2021-11-05 18:00:00+00:00,local,12.89,11.91,10.9,13.43,1027,,,64,3.61,,9,sky is clear,4.0,1.0,3.0,15.5,29.5,0.0,0.0,0.0,0.0,0.0
2021-11-05,19,0.328,0.0,0.0,None,1636138800,2021-11-05 19:00:00+00:00,local,11.59,10.68,10.72,12.88,1027,,,72,3.67,,6,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,20,0.883,0.0,0.0,None,1636142400,2021-11-05 20:00:00+00:00,local,11.14,10.29,10.34,11.77,1028,,,76,3.53,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,21,1.36,0.0,0.0,None,1636146000,2021-11-05 21:00:00+00:00,local,10.04,9.16,9.72,11.12,1028,,,79,3.3,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,22,0.0,0.342,0.0,None,1636149600,2021-11-05 22:00:00+00:00,local,10.63,9.6,9.72,10.7,1028,,,71,2.98,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,23,0.0,0.318,0.0,None,1636153200,2021-11-05 23:00:00+00:00,local,8.68,7.08,7.72,10.11,1029,,,81,2.76,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,0,0.0,0.263,0.0,None,1636156800,2021-11-06 00:00:00+00:00,local,9.57,8.33,8.99,9.59,1028,,,77,2.48,,2,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,1,0.0,0.241,0.0,None,1636160400,2021-11-06 01:00:00+00:00,local,9.57,8.52,8.99,9.59,1029,,,78,2.21,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,2,0.0,0.239,0.0,None,1636164000,2021-11-06 02:00:00+00:00,local,8.97,7.83,7.72,9.04,1029,,,79,2.2,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,3,0.0,0.252,0.0,None,1636167600,2021-11-06 03:00:00+00:00,local,8.91,7.81,6.72,9.04,1029,,,78,2.14,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,4,0.0,0.365,0.0,None,1636171200,2021-11-06 04:00:00+00:00,local,9.35,8.27,5.72,9.59,1029,,,76,2.2,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
